geometry,addr:housenumber,addr:postcode,addr:street,amenity,healthcare,name,phone,ref:CNES,ref:vatin,website,wheelchair,wikidata,wikipedia,name:pt,addr:city,addr:state,addr:suburb,contact:facebook,contact:flickr,contact:instagram,contact:twitter,contact:youtube,email,emergency,fax,military_service,opening_hours,operator,operator:wikidata,short_name,start_date,landuse,military,operator:short,police,contact:phone,contact:website,toilets:wheelchair,official_name,shelter,bench,healthcare:speciality,wikimedia_commons,departures_board,description,gtfs_id,route_ref,barrier,check_date,operator:type,mobile,addr:country,alt_name,name:en,name:etymology:wikidata,url,building,source,loc_name,contact:email,contact:fax,operator:ref:vatin,operator:wikipedia,internet_access,contact:linkedin,old_name,height,toilets,area,internet_access:fee,note,payment:cash,payment:credit_cards,payment:debit_cards,internet_access:ssid,building:levels,brand:wikidata,contact:google_plus,wall,ele,fixme,level,payment:account_cards,payment:american_express,payment:cheque,payment:contactless,payment:cryptocurrencies,payment:diners_club,payment:discover_card,payment:dkv,payment:electronic_purses,payment:girocard,payment:maestro,payment:mastercard,payment:pikepass,payment:uta,payment:visa,payment:visa_debit,payment:visa_electron,tourism,addr:district,disused:amenity,disused:studio,old_website,fence_type,type,addr:housename,roof:colour,roof:shape,contact:spotify,addr:subdistrict
"POLYGON ((-46.5588328 -23.5488908, -46.5577171 -23.5486824, -46.5576577 -23.5489497, -46.5587734 -23.549158, -46.5588328 -23.5488908))",1312,03313-001,Rua Francisco Marengo,hospital,hospital,Hospital e Maternidade São Luiz Anália Franco,+55 11 3386-1100;+55 11 3003-3230,,,https://www.rededorsaoluiz.com.br/hospital/sao-luiz-analia-franco,,,,,São Paulo,,Tatuapé,https://pt-br.facebook.com/rededor,,https://www.instagram.com/rededor_oficial,https://twitter.com/rededor,,,yes,,,,Rede D'Or,,,2008-03-03,,,,,,,,,,,maternity,,,,,,,,,,,,,,,hospital,,,,,,,,https://www.linkedin.com/company/rededor-saoluiz,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5906743 -23.5446676, -46.5906522 -23.5447633, -46.5906157 -23.5447562, -46.5905247 -23.5448167, -46.5904112 -23.5452205, -46.5906436 -23.5452663, -46.5908682 -23.5453106, -46.591094 -23.5447473, -46.5906743 -23.5446676))",333,03303-000,Rua Padre Adelino,hospital,hospital,Hospital CEMA,+55 11 2602-8000;+55 11 2602-4000,,,https://www.cemahospital.com.br,,,,,São Paulo,,,https://www.facebook.com/hospitalcema,,https://www.instagram.com/cemahospital,,,,,,,24/7,,,,2019-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5900873 -23.5630467, -46.5896991 -23.5632191, -46.5898633 -23.5635298, -46.5902515 -23.5633575, -46.5900873 -23.5630467))",260,03184-020,Rua Lituânia,hospital,hospital,Hospital Villa-Lobos,,5590450,BR06047087007737,https://www.rededorsaoluiz.com.br/hospital/villalobos,,,,,São Paulo,,,http://www.facebook.com/hospitalvillalobosoficial,,,https://twitter.com/hospvillalobos,http://www.youtube.com/hospvillalobos,,yes,,,,,,,2007,,,,,+55 11 2076-7000;+55 11 3003-3230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6211955 -23.5906855, -46.6206417 -23.5907801, -46.6207221 -23.591155, -46.6207422 -23.5911783, -46.6207838 -23.591198, -46.6208442 -23.591198, -46.6212358 -23.591171, -46.621272 -23.5911525, -46.6212814 -23.5911193, -46.62128 -23.5910763, -46.6211955 -23.5906855))",1600,04260-000,Avenida Doutor Ricardo Jafet,hospital,hospital,Hospital Israelita Albert Einstein,,9110453,BR60765823003236,https://www.einstein.br/estrutura/unidades/chacara-klabin,,,,,,,Vila Mariana,http://www.facebook.com/HospitalAlbertEinstein,,http://instagram.com/hosp_einstein,http://www.twitter.com/hosp_einstein,http://www.youtube.com/user/HospitalEinstein,,yes,,,,Sociedade Beneficente Israelita Brasileira,,,,,,,,+55 11 2151-1233,,,,,,general;paediatrics;orthopaedics,,,Unidade Chácara Klabin,,,,,private,,,,,,,,,,,,,,,http://www.linkedin.com/company/hospital-albert-einstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6279507 -23.5948887, -46.628129 -23.5954491, -46.6277093 -23.5956077, -46.6273324 -23.5954055, -46.6269033 -23.5951665, -46.6274558 -23.59503, -46.6279507 -23.5948887))",4210,04102-900,Rua Vergueiro,hospital,hospital,Hospital e Maternidade Sepaco Vila Mariana,+55 11 2182-4444,2089602,BR60961422000155,https://www.sepaco.org.br/,,Q107519590,,,São Paulo,,Vila Mariana,,,,,,,yes,,,,,,,,,,,,,,,,,,gynaecology;maternity;oncology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5151169 -23.5877702, -46.5150006 -23.5877238, -46.5146628 -23.5875877, -46.5145716 -23.5875541, -46.5144923 -23.5875249, -46.5143545 -23.5874861, -46.5141978 -23.5874711, -46.5140249 -23.5874741, -46.5138992 -23.5874846, -46.5138699 -23.5875085, -46.5138666 -23.5875698, -46.5139286 -23.587827, -46.5139629 -23.5880019, -46.5139743 -23.588141, -46.5139399 -23.5883287, -46.5138438 -23.5886195, -46.5137818 -23.5887481, -46.5137459 -23.5888413, -46.5137589 -23.5888752, -46.5138012 -23.5888915, -46.513989 -23.5888991, -46.5142749 -23.5889188, -46.5143789 -23.588926, -46.5145111 -23.5889245, -46.5146123 -23.5888856, -46.5147367 -23.5887756, -46.5148319 -23.5885868, -46.5148962 -23.5884595, -46.5150362 -23.5880222, -46.5151169 -23.5877702))",266,,Rua Antônio Lázaro,hospital,hospital,Hospital Municipal Doutor Benedicto Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,1990-11-14,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7271934 -23.823599, -46.7267261 -23.8226665, -46.7266087 -23.8225551, -46.7264826 -23.8224715, -46.7263434 -23.8224158, -46.7262695 -23.8224119, -46.7256129 -23.8226585, -46.725513 -23.8227195, -46.7255002 -23.8227273, -46.7254737 -23.8227341, -46.7251998 -23.8229648, -46.7249693 -23.8231279, -46.7246693 -23.8233109, -46.7245779 -23.8233706, -46.724504 -23.8234541, -46.7243188 -23.8237672, -46.7242913 -23.8238137, -46.7242454 -23.8238912, -46.7249469 -23.8243784, -46.7250044 -23.8244495, -46.7256548 -23.8249392, -46.7261556 -23.8252933, -46.7263102 -23.8254312, -46.7263848 -23.8255222, -46.7264544 -23.8256314, -46.7264559 -23.8257818, -46.7271216 -23.8265901, -46.7272222 -23.8267536, -46.7272578 -23.8268447, -46.7273325 -23.826861, -46.7274891 -23.8268805, -46.7276991 -23.8269001, -46.7278095 -23.8268805, -46.72808 -23.8268089, -46.7281832 -23.8267829, -46.7282437 -23.8267047, -46.7282757 -23.8266103, -46.7282971 -23.8263108, -46.7283362 -23.8260731, -46.7284145 -23.8258484, -46.7284608 -23.8256856, -46.7284608 -23.82564, -46.7284359 -23.8255684, -46.7279722 -23.8249414, -46.727732 -23.8246074, -46.7275206 -23.8242236, -46.7274632 -23.8241176, -46.727338 -23.8238867, -46.7271934 -23.823599))",841,04883-290,Rua Euzébio Coghi,hospital,hospital,Hospital Municipal de Parelheiros,+55 11 4673-9668,9465464,BR46392148005936,https://www.prefeitura.sp.gov.br/cidade/secretarias/saude,yes,,,,São Paulo,,Parelheiros,,,,,,ouvidoriasaude@prefeitura.sp.gov.br,yes,+55 11 4673-9668,,,Prefeitura de São Paulo,,,2018,,,,,,,,Hospital Municipal Josanias Castanha Braga,,,general,,,Hospital Municipal de Parelheiros,,,,,government,,,,,,,,aerial imagery;http://buscasaude.prefeitura.sp.gov.br/,,,,BR46392130000380,,,,,,,,,,,,,,,,,,760,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7039404 -23.5914851, -46.7040477 -23.5914458, -46.7038171 -23.5910328, -46.7038492 -23.591023, -46.7038171 -23.5909615, -46.7040129 -23.5910156, -46.7040424 -23.5909468, -46.7038251 -23.5908706, -46.7041014 -23.5907428, -46.7040102 -23.5905584, -46.7037876 -23.5906936, -46.7036481 -23.5903987, -46.7036159 -23.5904134, -46.7035891 -23.5903618, -46.7035515 -23.5903765, -46.7035301 -23.5903249, -46.7034576 -23.5903593, -46.7034979 -23.5904282, -46.7034827 -23.5904359, -46.703463 -23.5904454, -46.7035703 -23.5906764, -46.7035354 -23.5907207, -46.7035086 -23.5907624, -46.7034684 -23.5908411, -46.7034684 -23.5909222, -46.703412 -23.5910083, -46.7034871 -23.5911877, -46.7036534 -23.5911213, -46.7037795 -23.5913745, -46.7038063 -23.5913696, -46.7038358 -23.5914335, -46.7039029 -23.5914138, -46.703919 -23.5914507, -46.7038948 -23.5914777, -46.7039404 -23.5914851))",,,,hospital,hospital,Hospital Sao Luis Morumbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7043861 -23.649527, -46.704533 -23.6497404, -46.7043021 -23.6498737, -46.7041552 -23.6496603, -46.7043861 -23.649527))",,,,hospital,hospital,Hospital Municipal Integrado Santo Amaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6943185 -23.6149054, -46.6940636 -23.6149308, -46.6938918 -23.6150138, -46.6938992 -23.6150629, -46.6942576 -23.6155927, -46.6946714 -23.6153202, -46.6946086 -23.615156, -46.6944737 -23.6149985, -46.6944294 -23.6149393, -46.6943185 -23.6149054))",481,04583-100,Rua Jurubatuba,hospital,hospital,Hospital Premier,+55 11 5090 5000,,,https://premierhospital.com.br/,,,,,,,Vila Cordeiro,,,,,,contato@premierhospital.com.br,,,,,,,,2004-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7084687 -23.5785376, -46.7083318 -23.5786256, -46.7077986 -23.5779731, -46.7079403 -23.5778713, -46.7084687 -23.5785376))",719,05513-000,Avenida Professor Francisco Morato,hospital,hospital,Hospital Luz Butantã,+55 11 3094 2300,2089653,,https://butanta.hospitalluz.com.br/nossas-unidades,,,,,São Paulo,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,yes,,,,,,,,,Hospital Metropolitano Butantã,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6745922 -23.5907406, -46.6744157 -23.5912862, -46.6729284 -23.5909352, -46.6729925 -23.5907079, -46.6726194 -23.5906282, -46.6726126 -23.5906042, -46.6725109 -23.5902026, -46.6745922 -23.5907406))",95,04544-000,Rua Doutor Alceu de Campos Rodrigues,hospital,hospital,Hospital e Maternidade São Luiz,+55 11 3040 1100,2688611,BR06047087000210,https://www.rededorsaoluiz.com.br/hospital/sao-luiz-itaim,,,,,São Paulo,,Vila Nova Conceição,,,,,,,yes,,,,,,,,,,,,,,,,,,maternity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6975813 -23.4758834, -46.6979732 -23.4758879, -46.6986589 -23.4757711, -46.6988206 -23.4757666, -46.6989181 -23.4758057, -46.6989844 -23.4758631, -46.6987328 -23.4759231, -46.6988468 -23.4761876, -46.698757 -23.4762269, -46.6987073 -23.4763487, -46.6988656 -23.4767128, -46.6985757 -23.4773669, -46.6971943 -23.4766383, -46.6972237 -23.4764497, -46.6972286 -23.4764181, -46.6972557 -23.4763814, -46.6973515 -23.4764136, -46.6975813 -23.4758834))",,,Avenida Michihisa Murata,hospital,hospital,Hospital Doutor Adib Jatene,,,,,,,,,São Paulo,,Jardim Maristela,,,,,,,,,,,,,Hospital Municipal da Brasilândia,,,,,,,,,Hospital Municipal da Brasilândia - Doutor Adib Jatene,,,,,,,,,,,,,,,,,,,http://www.capital.sp.gov.br/noticia/hospital-municipal-da-brasilandia-comeca-a-funcionar-com-20-novos-leitos-de-uti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7512648 -23.5082698, -46.7510625 -23.5082384, -46.7510363 -23.5083057, -46.7511865 -23.5085989, -46.751206 -23.5085975, -46.7512648 -23.5082698))",77,05114-110,Praça General Guimarães,hospital,hospital,Hospital Saint Patrick Portinari,+55 11 3465-0700,,,https://saintpatrick.com.br/unidade-hospitalar/portinari/,,,,,São Paulo,,Vila Jaguara,,,,,,,yes,,,,Associação Hospitalar Saint Patrick,,,,,,,,,,,,,,cardiology;neuropediatria;paediatrics;gynaecology;psicoterapia,,,,,,,,,,,,,,,,,,,,,,,,,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5776741 -23.5173446, -46.5772254 -23.516878, -46.5771888 -23.5169087, -46.5769155 -23.5171381, -46.5767344 -23.5172901, -46.5767179 -23.5173039, -46.5766983 -23.5173204, -46.5764931 -23.5174926, -46.5764885 -23.5175235, -46.5766148 -23.5176547, -46.5768461 -23.517469, -46.5771454 -23.5177807, -46.5772171 -23.5177253, -46.5772221 -23.5177212, -46.5772509 -23.517698, -46.5772928 -23.517663, -46.5773298 -23.5176321, -46.5773772 -23.5175925, -46.577452 -23.51753, -46.5775489 -23.5174491, -46.5776741 -23.5173446))",101,02168-050,Praça Engenheiro Hugo Brandi,hospital,hospital,Hospital Cometa,,,,,,,,,São Paulo,,,,,,,,,,,,24/7,PMSP,,AME,,,,,,,,,,,,general,,,,,,wall,,government,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7423589 -23.7052435, -46.7416117 -23.7064496, -46.7426186 -23.7069725, -46.7433657 -23.7057664, -46.7423589 -23.7052435))",,,,hospital,hospital,Hospital Guarapiranga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6687377 -23.5733404, -46.6688289 -23.5732325, -46.6688535 -23.5732082, -46.668875 -23.5731818, -46.6689119 -23.5731378, -46.6689412 -23.5731028, -46.6689981 -23.573035, -46.6690416 -23.5729831, -46.6690366 -23.5729495, -46.669097 -23.5728627, -46.6691269 -23.5728288, -46.6693038 -23.5726675, -46.6692422 -23.5726108, -46.6689818 -23.5723939, -46.6687229 -23.5726446, -46.6683535 -23.5729839, -46.6683421 -23.5730226, -46.6683494 -23.5730533, -46.6683675 -23.5730791, -46.6687377 -23.5733404))",,,,hospital,,Albert Einstein Medicina Diagnóstica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6674705 -23.5573901, -46.6678434 -23.5572386, -46.6678932 -23.5572178, -46.668583 -23.5569376, -46.6685773 -23.5569277, -46.6684229 -23.5566033, -46.6683645 -23.5564826, -46.6682535 -23.5565225, -46.6682497 -23.5565139, -46.6682372 -23.5565183, -46.6682301 -23.5565026, -46.6681983 -23.5565156, -46.6681905 -23.5564983, -46.6681012 -23.556469, -46.668027 -23.5564982, -46.6679886 -23.5564173, -46.6678087 -23.5564929, -46.6678046 -23.5564843, -46.6675415 -23.5565851, -46.6675874 -23.5566847, -46.6674988 -23.5567209, -46.6675084 -23.5569336, -46.6675035 -23.5569459, -46.6675143 -23.5569694, -46.6675303 -23.5569777, -46.6677363 -23.556893, -46.667787 -23.5570016, -46.6677358 -23.5570227, -46.6677202 -23.5569853, -46.6676763 -23.5570023, -46.6676708 -23.556991, -46.6677028 -23.5569779, -46.6676902 -23.5569507, -46.6676122 -23.5569807, -46.6676298 -23.5570165, -46.6676283 -23.5570226, -46.6673527 -23.5571356, -46.667348 -23.5571451, -46.66738 -23.5572164, -46.6673444 -23.5572304, -46.6673369 -23.5572333, -46.6673829 -23.5573328, -46.6674285 -23.5573146, -46.6674628 -23.5573862, -46.6674705 -23.5573901))",,,,hospital,hospital,Instituto do Coração,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.597955 -23.5307255, -46.5987839 -23.530707, -46.5989466 -23.5307029, -46.5990454 -23.5307004, -46.5993834 -23.5306837, -46.599744 -23.5306795, -46.5998954 -23.5306771, -46.6003174 -23.5306679, -46.6003443 -23.5306766, -46.6003633 -23.5306868, -46.6003776 -23.5307042, -46.6005439 -23.5313446, -46.6004782 -23.5317214, -46.6002002 -23.5328504, -46.600185 -23.5329174, -46.5995354 -23.5327545, -46.599402 -23.5327927, -46.599315 -23.5327085, -46.5992901 -23.5327314, -46.5986347 -23.5321384, -46.5985864 -23.5320947, -46.5979754 -23.5315418, -46.59796 -23.5315279, -46.5979476 -23.5315167, -46.5979301 -23.5315009, -46.5979129 -23.5314853, -46.5978657 -23.5314426, -46.5978417 -23.5314209, -46.5978176 -23.5313991, -46.5977685 -23.5313546, -46.5977188 -23.5313097, -46.597682 -23.5312764, -46.5977301 -23.5311318, -46.5977761 -23.5309627, -46.5978505 -23.530728, -46.597955 -23.5307255))",360,03021-040,Rua Jequitinhonha,hospital,hospital,Assistência Médica Ambulatorial Maria Zélia,+55 11 3583-1810,,,,,,,,São Paulo,,Belenzinho,,,,,,,,,,Mo-Sa 07:00-19:00,Secretaria Estadual de Saúde,,AMA Maria Zélia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5903408 -23.4192855, -46.590371 -23.4192679, -46.5905074 -23.4191882, -46.5904678 -23.41913, -46.5904081 -23.4190431, -46.5903868 -23.4190121, -46.5903842 -23.4190083, -46.5903155 -23.4190493, -46.5903144 -23.41905, -46.5902698 -23.4190766, -46.5902197 -23.4191064, -46.5902729 -23.4191836, -46.5903408 -23.4192855))",220,02367-000,Rua Clovis Salgado,hospital,hospital,UBS Jardim das Pedras,,3323331,,,,,,,São Paulo,,Jardim das Pedras,,,,,,,,,,Mo-Sa 07:00-19:00,PMSP,,,,,,,,,,,,,,atenção_básica;Estratégia_Saúde_da_Família,,,,,,,,government,,,,,,,,,,,,BR46392130000380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.611221 -23.5828661, -46.6112122 -23.5833916, -46.6112089 -23.5835899, -46.6112071 -23.5837012, -46.6112148 -23.5837202, -46.6112336 -23.5837337, -46.6120557 -23.5838376, -46.6120904 -23.5838251, -46.6121217 -23.5837978, -46.6121268 -23.5837504, -46.6121899 -23.5830445, -46.6121814 -23.5830189, -46.6121568 -23.582996, -46.6116522 -23.582926, -46.611221 -23.5828661))",1,04261-030,Rua Pouso Alegre,hospital,hospital,Hospital São Camilo Ipiranga,+55 11 2066-7000,3027600,BR60975737005110,http://www.saocamilo.com,,,,,,,Vila Monumento,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.47972 -23.6108905, -46.4792185 -23.6108475, -46.4794559 -23.6104554, -46.4797222 -23.6104865, -46.47972 -23.6108905))",,,,hospital,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6888006 -23.5334372, -46.6889697 -23.5333346, -46.6890796 -23.5332689, -46.6892318 -23.5334823, -46.6893149 -23.5334319, -46.6893583 -23.5334051, -46.6895439 -23.5336604, -46.6895866 -23.5337196, -46.6895823 -23.5337222, -46.6892136 -23.5339418, -46.6891744 -23.5339641, -46.6889505 -23.5336485, -46.6889126 -23.5335951, -46.6888006 -23.5334372))",1086,05024-000,Rua Barão do Bananal,hospital,hospital,São Camilo,+55 11 3677 4444,9944664,BR60975737009108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7338443 -23.4418475, -46.7336887 -23.4417952, -46.733517 -23.4417404, -46.7334962 -23.4417257, -46.7334855 -23.4417054, -46.7334815 -23.4416789, -46.7334808 -23.4416359, -46.7334855 -23.4416112, -46.7336082 -23.4413141, -46.7339888 -23.441482, -46.7338443 -23.4418475))",1650,,Estrada das Taipas,hospital,hospital,UPA City Jaraguá,+55 11 5239 4110,0852074,,,yes,,,,,,,,,,,,,yes,,,,Secretaria Municipal da Saúde,,,,,,,,,,,,,,general,,,,,,,,government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6284093 -23.5715297, -46.6283949 -23.5715047, -46.6282953 -23.5713411, -46.6283168 -23.571312, -46.628353 -23.5712614, -46.628499 -23.5710742, -46.6285387 -23.5710274, -46.6285819 -23.5710692, -46.6286648 -23.5711659, -46.6284093 -23.5715297))",992,,Rua Muniz de Souza,hospital,hospital,Hospedaria de Cuidados Palhat,,,,https://www.prefeitura.sp.gov.br/cidade/secretarias/saude/hospital_do_servidor_publico_municipal/servicos/hospedaria/index.php?p=6108,,,,Hospedaria de Cuidados Paliativos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5937028 -23.5672507, -46.5937352 -23.567122, -46.5938174 -23.5667953, -46.5938244 -23.5667632, -46.5938574 -23.5667708, -46.5939336 -23.5667816, -46.5940041 -23.5667916, -46.5940549 -23.5667913, -46.5940562 -23.5668183, -46.5940531 -23.5669862, -46.59405 -23.5671531, -46.5937028 -23.5672507))",1016,03121-020,Rua Camé,hospital,hospital,Hospital Personal,,,,,,,,,São Paulo,,Parque da Mooca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6596604 -23.6149024, -46.6596504 -23.6149676, -46.6601206 -23.6154719, -46.6602404 -23.6156004, -46.6602948 -23.615601, -46.6608325 -23.6151789, -46.6608299 -23.6151433, -46.6602223 -23.6144914, -46.6601754 -23.6144877, -46.6598401 -23.6147531, -46.6597565 -23.6148241, -46.6596604 -23.6149024))",974,04083-002,Avenida Moaci,hospital,hospital,Hospital Moriah,,7644167,BR19056055000141,,,,,,São Paulo,SP,,http://www.facebook.com/hospitalmoriah,,,@hospitalmoriah,,,,,,,,,,,,,,,+55 11 5080 7800,http://www.hospitalmoriah.com.br,,,,,,,,,,,,,,,BR,,,,,,survey,,,,,,,http://www.linkedin.com/company/3532572/,TV Record,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,studio,television,,,,,,,,
"POLYGON ((-46.6350691 -23.5575274, -46.6348225 -23.5575136, -46.6346155 -23.557502, -46.6346053 -23.5576572, -46.6345985 -23.5577622, -46.6345964 -23.5577939, -46.6345888 -23.5578935, -46.6345842 -23.5579667, -46.6345778 -23.5580681, -46.6345754 -23.5581069, -46.6345713 -23.5581718, -46.6345657 -23.558262, -46.6347046 -23.5582694, -46.6347422 -23.5582721, -46.6347845 -23.5582742, -46.6350194 -23.5582866, -46.6350234 -23.5582214, -46.6350262 -23.5581756, -46.6350315 -23.5580877, -46.6350368 -23.5580002, -46.6350537 -23.5577377, -46.6350581 -23.5576923, -46.6350656 -23.5575804, -46.6350691 -23.5575274))",209,01507-000,Rua Barão de Iguape,hospital,hospital,Hospital Leforte Liberdade,+55 11 3345-2000,,,https://leforte.com.br/unidade/hospital-leforte-liberdade/,,,,,São Paulo,,Liberdade,,,,,,,yes,,,,,,,,,,,,,,,,,,general,,,,,,,,,,,,,,,,,,,,,,,,Hospital Bandeirantes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.hospitalbandeirantes.com.br/,,,,,,,
"POLYGON ((-46.5916559 -23.5641795, -46.5914862 -23.5642696, -46.5916792 -23.5645839, -46.5917927 -23.5645246, -46.5918318 -23.5645041, -46.5918384 -23.564479, -46.5917625 -23.5643544, -46.5916559 -23.5641795))",129,03119-010,Rua Tamaratáca,hospital,hospital,Prevent Senior,,,,,,,,,São Paulo,,Alto da Mooca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5916559 -23.5641795, -46.5912366 -23.564402, -46.5911874 -23.5643215, -46.5911828 -23.5643239, -46.5911576 -23.5642835, -46.5911344 -23.5642968, -46.5911121 -23.5642571, -46.5910856 -23.5642709, -46.5910501 -23.5642894, -46.5909704 -23.5642249, -46.5909935 -23.564214, -46.591025 -23.5641985, -46.5915126 -23.5639455, -46.5915806 -23.5640565, -46.5916559 -23.5641795))",127,03119-010,Rua Tamaratáca,hospital,hospital,Hospital Sancta Maggiori,,,,,,,,,São Paulo,,Alto da Mooca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7119922 -23.5259958, -46.712 -23.5259267, -46.7120184 -23.5257637, -46.712029 -23.5256707, -46.7120347 -23.5256237, -46.7118352 -23.5255877, -46.7113518 -23.5255004, -46.7113334 -23.5255695, -46.711315 -23.5256529, -46.711286 -23.5257842, -46.7112712 -23.5258516, -46.7115997 -23.5259139, -46.7117469 -23.5259425, -46.7118685 -23.5259621, -46.711864 -23.5260025, -46.7119922 -23.5259958))",177,05078-000,Rua Brigadeiro Gavião Peixoto,hospital,hospital,Hospital Albert Sabin,,3239640,BR49354376000193,,,,,,São Paulo,,Lapa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
