geometry,name,shop,brand,brand:wikidata,disused:amenity,old_brand,old_name,opening_hours,brand:wikipedia,branch,addr:city,addr:housenumber,addr:postcode,addr:street,addr:suburb,check_date,cuisine,alt_name,organic,wheelchair,changing_table,level,operator,website,payment:cash,payment:coins,payment:notes,loc_name,phone,payment:american_express,payment:credit_cards,payment:debit_cards,payment:maestro,payment:mastercard,payment:telephone_cards,payment:visa,payment:visa_debit,payment:visa_electron,addr:housename,addr:country,ref:vatin,internet_access,check_date:opening_hours,not:brand:wikidata,name:en,note,payment:elo,toilets:wheelchair,access,addr:state,contact:facebook,contact:phone,contact:website,name:pt,description,mapillary,old_alt_name,old_contact:website,wholesale,email,source,contact:instagram,contact:twitter,contact:youtube,operator:wikidata,operator:wikipedia,entrance,name:ja,old_name:pt,fax,gps,site_name,start_date,payment:pix,delivery,parking,addr:district,addr:subdistrict,air_conditioning,currency:BRL,disused:shop,amenity,female_owner,lgbtq,name:fr,bus,gtfs_id,highway,network,network:wikidata,route_ref,fuel:biogas,fuel:cng,fuel:electricity,toilets,toilets:access,building,check_date:currency:XBT,country,image,mobile,nat_name,official_name,payment:cards,payment:contactless,survey:date,payment:app,payment:apple_pay,second_hand,stroller,addr:floor,diet:vegan,diet:vegetarian,lunch,name:zh,landuse,self_checkout,height,building:levels,wikidata,wikipedia,wikipedia:pt,roof:colour,roof:shape,old_operator,short_name,fuel:diesel,fuel:ethanol,fuel:octane_87,fuel:octane_91,reg_name,barrier,contact:email,layer,opening_hours:covid19,payment:voucher_meal,payment:voucher,contact:whatsapp,disused:tourism,fixme,roof:material,fuel:octane_95,fuel:octane_98,fuel:etanol_comum,fuel:gasoline_87,self_service,compressed_air,old_loc_name,building:colour,payment:google_pay,building:levels:underground,surface,disused:office,contact:mobile,smoking,payment:sodexo,payment:prepaid_ticket,area,wikimedia_commons,building:material,building:use,cash_withdrawal,cash_withdrawal:currency,cash_withdrawal:foreign_cards,cash_withdrawal:purchase_minimum,cash_withdrawal:type,company,public_transport,indoor,dispensing,payment:nfc,room,roof:height,payment:edenred_card,payment:meal_voucher,payment:pluxee,payment:qr_code,payment:samsung_pay,payment:vr_alimentação,type
"POLYGON ((-46.5953523 -23.5504659, -46.5955665 -23.5502558, -46.595607 -23.5502945, -46.5957767 -23.5504562, -46.5958411 -23.5505177, -46.5958647 -23.5504949, -46.5962774 -23.550891, -46.5958972 -23.55126, -46.5958334 -23.5511954, -46.5957477 -23.5512796, -46.5957826 -23.5513112, -46.5956414 -23.5514505, -46.5956025 -23.5514889, -46.5955588 -23.5514498, -46.5955214 -23.5514163, -46.5957417 -23.5511977, -46.59543 -23.5509177, -46.5955671 -23.5507831, -46.5956277 -23.5507236, -46.5953523 -23.5504659))",St. Marché,supermarket,,,,,,,,,São Paulo,98,03169-010,Avenida Cassandoca,Móoca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5923123 -23.5574938, -46.5922868 -23.5574459, -46.5924339 -23.5573803, -46.5924593 -23.5574281, -46.5923123 -23.5574938))",Fuxing Mercadinho,convenience,,,,,,,,,São Paulo,3409,03165-001,Rua da Mooca,Alto da Mooca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6049939 -23.5192889, -46.6049461 -23.5193676, -46.6049833 -23.519385, -46.6050309 -23.5193077, -46.6049939 -23.5192889))",,convenience,,,,,,,,,São Paulo,,02060-040,Rua Alfredo Mário Pizzoti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6263082 -23.5018685, -46.6263195 -23.5019365, -46.6262826 -23.5019406, -46.6262708 -23.5018739, -46.6263082 -23.5018685))",Carrefour Express,convenience,Carrefour Express,Q2940190,,,,,fr:Carrefour Express,,São Paulo,2087,02011-500,Rua Voluntários da Pátria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6634421 -23.6051683, -46.6632683 -23.6053088, -46.6631515 -23.6051876, -46.6633253 -23.605047, -46.6634421 -23.6051683))",Dia,supermarket,Dia,Q925132,,,,,,,São Paulo,2419,04029-200,Avenida Ibirapuera,Moema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6596853 -23.6031374, -46.6596249 -23.6031848, -46.6598326 -23.6034072, -46.6598931 -23.6033597, -46.6596853 -23.6031374))",Carrefour Express,convenience,Carrefour Express,Q2940190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6574335 -23.6053431, -46.657304 -23.6052063, -46.6572482 -23.6052507, -46.6573777 -23.6053875, -46.6574335 -23.6053431))",,convenience,,,,,,,,,São Paulo,373,04077-021,Avenida Moema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6588739 -23.6051033, -46.6586452 -23.6052887, -46.6586039 -23.6052459, -46.6588327 -23.6050605, -46.6588739 -23.6051033))",Mini Extra,convenience,Mini Extra,Q5422131,,,,,,Fácil,São Paulo,417,04089-011,Alameda dos Maracatins,Moema,,,,,,,,Companhia Brasileira de Distribuição,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.654611 -23.6073301, -46.6545478 -23.6073783, -46.6546831 -23.6075273, -46.6547463 -23.6074792, -46.654611 -23.6073301))",Carrefour Market,convenience,Carrefour Market,Q2689639,,,,,,,São Paulo,735,04077-023,Avenida Moema,Moema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6590552 -23.6076557, -46.6594971 -23.6073023, -46.6598019 -23.6076255, -46.6597996 -23.6076597, -46.6596124 -23.6078114, -46.6595796 -23.607838, -46.6593773 -23.6080019, -46.6590552 -23.6076557))",Emporium São Paulo,supermarket,,,,,,,,,São Paulo,259,04079-001,Avenida Jurema,Moema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6647061 -23.6106642, -46.6646762 -23.6106882, -46.6646451 -23.6106558, -46.6646754 -23.610632, -46.6647061 -23.6106642))",Emporio da Papinha,convenience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6614472 -23.6117953, -46.66119 -23.612005, -46.6612184 -23.6120343, -46.6614757 -23.6118246, -46.6614472 -23.6117953))",Empório São Paulo,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.66063 -23.6090476, -46.6608313 -23.6088868, -46.6609566 -23.6090216, -46.6607568 -23.6091823, -46.66063 -23.6090476))",Dia,supermarket,Dia,Q925132,,,,,,,São Paulo,1169,04090-012,Alameda dos Nhambiquaras,Moema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6572154 -23.6037025, -46.6574353 -23.6039314, -46.6574762 -23.6039719, -46.6576787 -23.6038116, -46.6576837 -23.6037804, -46.6574387 -23.6035264, -46.6572154 -23.6037025))",Emporium São Paulo,supermarket,,,,,,,,,São Paulo,217,04089-010,Alameda dos Maracatins,Moema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.659918 -23.6056481, -46.6597927 -23.6057516, -46.6597446 -23.6057027, -46.6598699 -23.6055992, -46.659918 -23.6056481))",Koa Food Market,convenience,,,,,,,,,São Paulo,528,04089-001,Alameda dos Maracatins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6600947 -23.6057729, -46.659914 -23.6059205, -46.6598658 -23.605871, -46.6600465 -23.6057233, -46.6600947 -23.6057729))",Dia,supermarket,Dia,Q925132,,,,,,,São Paulo,552,04089-001,Alameda dos Maracatins,Moema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6622084 -23.608115, -46.6621408 -23.6080445, -46.6620329 -23.6081314, -46.6621005 -23.6082019, -46.6622084 -23.608115))",Minuto Pão de Açucar,convenience,,,,,,,,,São Paulo,888,04089-001,Alameda dos Maracatins,Moema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6646022 -23.6103704, -46.6643611 -23.6105591, -46.6642529 -23.6104431, -46.6644941 -23.6102544, -46.6646022 -23.6103704))",Dia,supermarket,Dia,Q925132,,,,,,,São Paulo,1232,04089-003,Alameda dos Maracatins,Moema,,,,,,,,,,,,,,,,,,,,,,,,,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6657078 -23.6132956, -46.6655463 -23.6134173, -46.6653487 -23.6132116, -46.6655054 -23.613081, -46.6657078 -23.6132956))",Natural Terra,supermarket,,,,,,,,,São Paulo,448,04085-000,Avenida dos Imarés,Moema,,,,only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6665021 -23.6066307, -46.6666966 -23.6064815, -46.6667289 -23.6064734, -46.6667557 -23.6064848, -46.6668113 -23.6065433, -46.6671145 -23.6068624, -46.6668919 -23.6070407, -46.6665021 -23.6066307))",Natural da Terra,supermarket,,,,,,,,,São Paulo,1111,04524-001,Alameda dos Arapanés,Moema,,,,only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6646846 -23.6027628, -46.6647572 -23.6027058, -46.6648738 -23.6026129, -46.665219 -23.6029748, -46.6651036 -23.6030675, -46.665028 -23.6029871, -46.664803 -23.6031694, -46.6647377 -23.6031011, -46.6647825 -23.6030638, -46.6647193 -23.6029958, -46.6648257 -23.6029111, -46.6646846 -23.6027628))",StMarche,supermarket,,,,,,,,,São Paulo,621,,Alameda Jauaperi,Moema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6540458 -23.4634832, -46.6538587 -23.4637498, -46.6535904 -23.4635764, -46.6536311 -23.4635093, -46.6537673 -23.4633284, -46.6540458 -23.4634832))",Supermercado Peri,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6664079 -23.5997671, -46.6662602 -23.5998851, -46.6668922 -23.6005637, -46.6668994 -23.6005716, -46.6669717 -23.600513, -46.667044 -23.6004543, -46.6670208 -23.6004295, -46.6664079 -23.5997671))",Pão de Açúcar,supermarket,Pão de Açúcar,Q3411543,,,,,pt:Pão de Açúcar (supermercado brasileiro),,São Paulo,249,,Avenida Lavandisca,Moema,,,,,,,,,https://www.paodeacucar.com.br/,,,,,+55 11 5052-6978,,,,,,,,,,,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q210722,pt:Pão de Açúcar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Sugarloaf Mountain,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6712616 -23.6040396, -46.671187 -23.6040993, -46.6711649 -23.6041169, -46.6711005 -23.6040477, -46.6709395 -23.6038744, -46.6708998 -23.6038316, -46.6709948 -23.603757, -46.6712417 -23.6040185, -46.6712616 -23.6040396))",Mini Extra,convenience,Mini Extra,Q5422131,,,,,,,São Paulo,1120,04520-014,Rua Inhambú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6643429 -23.6032568, -46.664126 -23.6030217, -46.6640716 -23.6030639, -46.6642885 -23.603299, -46.6643429 -23.6032568))",Dia Market,supermarket,Dia Market,Q925132,,,,,,,São Paulo,662,04515-011,Avenida Lavandisca,Moema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6715409 -23.6026287, -46.6715941 -23.6026829, -46.6714451 -23.6028019, -46.6714045 -23.6027592, -46.6713914 -23.6027455, -46.6715409 -23.6026287))",Carrefour,convenience,Carrefour,Q217599,,,,"Mo-Sa 06:00-22:00; Su,PH 10:00-20:00",,,São Paulo,348,04516-000,Avenida Rouxinol,Moema,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6739493 -23.6012635, -46.6739103 -23.601301, -46.6735406 -23.601597, -46.673874 -23.6019422, -46.6740015 -23.6018383, -46.6740199 -23.6017794, -46.6739493 -23.6012635))",St Marche,supermarket,,,,,,"Mo-Fr 07:00-22:00, Sa,Su,PH 07:00-20:00, Mo-Sa 07:00-22:00, Su,PH 08:00-22:00",,,São Paulo,1977,,Avenida Santo Amaro,Moema,,,,,yes,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6699221 -23.601448, -46.6696853 -23.601643, -46.6696377 -23.6015945, -46.6698745 -23.6013995, -46.6699221 -23.601448))",Dia Market,supermarket,Dia Market,Q925132,,,,,,,São Paulo,535,04514-102,Rua Tuim,Moema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6855956 -23.5549055, -46.685544 -23.5549009, -46.6855546 -23.5548014, -46.6856061 -23.5548059, -46.6855956 -23.5549055))",Mambo Supermercado,supermarket,,,,,,Mo-Sa 08:00-21:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6948154 -23.6560661, -46.6946824 -23.656002, -46.6945873 -23.6561675, -46.6947202 -23.6562316, -46.6948154 -23.6560661))",AMPM,convenience,AMPM,Q306960,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,food_court,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,1,,,,white,flat,,,,,,,,,,,,,,,,,,,,,,,,,white,,,,,,,,,,,concrete,commercial,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5088728 -23.5280077, -46.5085724 -23.5280772, -46.5085839 -23.5281245, -46.5086222 -23.5282828, -46.5085659 -23.5282963, -46.5086453 -23.5286077, -46.5087454 -23.5285392, -46.5089761 -23.5283991, -46.5088728 -23.5280077))",,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5195862 -23.5848418, -46.5193147 -23.5849469, -46.5193222 -23.5849691, -46.5192412 -23.5849921, -46.5193655 -23.585344, -46.5193862 -23.5853516, -46.5194468 -23.5853266, -46.5197158 -23.5852178, -46.5197082 -23.5851953, -46.5195862 -23.5848418))",Supermercado Novo Sucesso,supermarket,,,,,,Mo-Sa 08:00-20:00;Su 08:00-13:00,,,São Paulo,1679,03911-000,Avenida da Barreira Grande,Vila Rica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6404906 -23.5544822, -46.6405539 -23.5544763, -46.6405566 -23.5544147, -46.6405058 -23.5544196, -46.6404906 -23.5544822))",Qualimart Alimentos,convenience,,,,,,"Mo-Sa 07:00-20:30; Su,PH 08:00-14:00",,,São Paulo,538,01315-000,Rua Santo Amaro,Bela Vista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Informação na nota fiscal após compra no estabelecimento: Oplay Alimentos Eirelli EPP Rua Santo Amaro, 538 - Bela Vista - São Paulo - SP CNPJ: 14.699.419/0001-98 IE: 143436901118",,,,,,,,,,,,,,,local_knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6396718 -23.5563718, -46.6396867 -23.5564143, -46.6396959 -23.5564118, -46.6397113 -23.5564594, -46.6397024 -23.5564618, -46.6397141 -23.5564978, -46.6398624 -23.5564579, -46.6398008 -23.5563847, -46.6397833 -23.5563524, -46.6397759 -23.5563388, -46.6396718 -23.5563718))",Oxxo,convenience,Oxxo,Q1342538,,,,,,,São Paulo,711,01318-001,Avenida Brigadeiro Luís Antônio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5948495 -23.4987983, -46.5948294 -23.498773, -46.5947724 -23.4987, -46.5947015 -23.4987508, -46.5947563 -23.4988235, -46.5947774 -23.4988515, -46.5948495 -23.4987983))",Oxxo,convenience,Oxxo,Q1342538,,,,Mo-Su 09:00-21:00,,,São Paulo,2081,02072-002,Avenida Conceição,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5811044 -23.4950447, -46.581107 -23.4951104, -46.5811186 -23.49511, -46.5811284 -23.4953298, -46.5810341 -23.4953336, -46.5810241 -23.4951126, -46.5810216 -23.4950472, -46.5810249 -23.4950471, -46.5811044 -23.4950447))",Dia,supermarket,Dia,Q925132,,,,,es:Supermercados DIA,,São Paulo,3780,02135-001,Avenida Conceição,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6923675 -23.5051489, -46.6920903 -23.5051928, -46.6919627 -23.5052111, -46.6917873 -23.5051899, -46.6916528 -23.5051716, -46.6915063 -23.5051556, -46.6907734 -23.5050866, -46.6906725 -23.5050746, -46.6902586 -23.5050265, -46.6899045 -23.5049854, -46.6895575 -23.5049994, -46.6893271 -23.5050081, -46.689365 -23.5054085, -46.689062 -23.5054286, -46.6892653 -23.5060557, -46.6894627 -23.5063866, -46.6895205 -23.5064981, -46.6896122 -23.5065841, -46.6902283 -23.5060594, -46.6906868 -23.5057321, -46.690849 -23.5056755, -46.6909958 -23.5056243, -46.6911414 -23.5055968, -46.6913219 -23.5056042, -46.6914105 -23.5056078, -46.6917953 -23.5056663, -46.6918575 -23.5056653, -46.6919069 -23.5056645, -46.6920829 -23.5056235, -46.6924492 -23.5055383, -46.6923675 -23.5051489))",Assaí Atacadista,supermarket,Assaí Atacadista,Q28679415,,,,"Mo-Sa 07:00-22:00; Su,PH 08:00-20:00",,,São Paulo,1759,02715-000,Avenida Nossa Senhora do Ó,Vila Albertina,,,,,,,,,https://www.assai.com.br/,yes,,,,+55 11 3933 3301,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,loja285.televendas@assai.com.br,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5449731 -23.5570758, -46.5448615 -23.557366, -46.5447186 -23.5573157, -46.5448034 -23.5570741, -46.5448672 -23.5570385, -46.5449731 -23.5570758))",Dia,supermarket,Dia,Q925132,,,,Mo-Su 08:00-21:00,,,São Paulo,1220,03422-001,Avenida Guilherme Giorgi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
