geometry,amenity,name,addr:housenumber,addr:street,check_date,name:en,wheelchair,wikidata,wikipedia,education,addr:city,addr:postcode,addr:suburb,wikimedia_commons,school,sport,name:pt,network,old_name,training,website,phone,description,addr:country,addr:district,addr:state,email,short_name,building,operator,addr:subdistrict,contact:facebook,contact:instagram,contact:youtube,contact:phone,addr:place,contact:website,internet_access,internet_access:fee,operator:type,operator:wikidata,ref,source,office,religion,addr:housename,entrance,level,opening_hours,note,internet_access:ssid,alt_name,alt_name_1,contact:email,contact:flickr,brand,brand:wikidata,denomination,capacity,official_name,start_date,mobile,grades,language:ja,language:pt,ele,fee,image,polling_station,female_owner,lgbtq,reservation,operator:short,contact:twitter,barrier,name:etymology:wikidata,name:de,contact:fax,building:architect,building:levels,building:material,colour,height,name:es,roof:colour,name:etymology,ref:INEP,loc_name,operator:wikipedia,isced:level,min_age,network:wikidata,museum,tourism,landuse,fax,material,wall,contact:whatsapp,wikipedia:pt,building:levels:underground,contact:linkedin,toilets:wheelchair,not:operator:wikidata,layer,contact:mobile,phone:BR,nohousenumber,healthcare,ref:CNES,ref:vatin,historic,contact:foursquare,contact:spotify,shortest_name,fence_type,preschool,mapillary,access,addr:unit,leisure,fixme,roof:height,roof:shape,branch,building:prefabricated,smoking,source:geometry,addr:street:name,brunch,residential,dance:teaching,addr:floor,construction,barrier:colour,wall:colour,school:level,ref:CIE,esperanto,language:eo,operator:short_name,type,payment:account_cards,payment:american_express,payment:cards,payment:cash,payment:cheque,payment:contactless,payment:credit_cards,payment:cryptocurrencies,payment:debit_cards,payment:diners_club,payment:discover_card,payment:dkv,payment:electronic_purses,payment:girocard,payment:maestro,payment:mastercard,payment:pikepass,payment:uta,payment:visa,payment:visa_debit,payment:visa_electron,area,surface,related_law,access:conditional,geometry_std,tipo_escola
"POLYGON ((-46.6137746 -23.5401117, -46.6135686 -23.5399348, -46.613413 -23.5398012, -46.6133057 -23.5399107, -46.61324 -23.5399778, -46.6131507 -23.5400689, -46.6134927 -23.5403628, -46.6135243 -23.5403872, -46.6135981 -23.5403059, -46.6137746 -23.5401117))",school,Escola Estadual Padre Anchieta,154,Rua Visconde de Abaeté,,,,,,,São Paulo,03012-050,Brás,,,,,,,,,,,BR,Brás,SP,,E.E Padre Anchieta,,Secretaria da Educação do Estado de São Paulo,Brás,,,,+55 11 2693-2120;+55 11 2796-6399,,,,,government,,35001659,,,,,,,,,,,,e001659a@educacao.sp.gov.br,,,,,,,,,,,,,,,,,,,,,,,,+55 11 2693-2120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.61346467317336 -23.5400932383894),publica
"POLYGON ((-46.6203995 -23.5454472, -46.6201652 -23.5453059, -46.6199405 -23.5451703, -46.6198206 -23.5453028, -46.6196066 -23.5455391, -46.6196326 -23.5455592, -46.6196581 -23.545523, -46.619672 -23.5455314, -46.6201644 -23.5458265, -46.6201726 -23.5458148, -46.6202602 -23.5456905, -46.6202796 -23.5456623, -46.6202559 -23.5456481, -46.6202949 -23.5455929, -46.6203099 -23.5455716, -46.6203338 -23.5455385, -46.6203995 -23.5454472))",school,Escola Estadual Romão Puiggari,1482,Avenida Rangel Pestana,,,,Q28677928,pt:Escola Estadual Romão Puiggari,,São Paulo,03002-000,Brás,,,,,,,,,,,BR,,SP,,,,,,,,,+55 11 3326-6571;+55 11 3311-7497,,,,,,,35001405,,,,,,,,,,,,e001405a@educacao.sp.gov.br,,,,,,,,,,,,,,,,,,,,,wall,,,+55 11 3326-6571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.620028016034055 -23.54549283429415),publica
"POLYGON ((-46.6565463 -23.5105147, -46.65675 -23.510169, -46.6565489 -23.5100796, -46.6565354 -23.5101035, -46.6563507 -23.5104179, -46.6564442 -23.5104642, -46.6565463 -23.5105147))",school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.65654949598429 -23.510295446510494),privada
"POLYGON ((-46.3999373 -23.5750478, -46.3998132 -23.5748496, -46.3999446 -23.5745694, -46.3999504 -23.574548, -46.3999388 -23.5744948, -46.3999253 -23.5744594, -46.3999146 -23.5744407, -46.3998992 -23.5744319, -46.3998798 -23.5744283, -46.3998634 -23.5744301, -46.3993795 -23.5745507, -46.3993379 -23.5745667, -46.3992944 -23.574588, -46.3992334 -23.5746217, -46.3992034 -23.5746509, -46.3991522 -23.5747157, -46.3988657 -23.5751139, -46.3985958 -23.5754934, -46.3987473 -23.5757305, -46.3999373 -23.5750478))",school,Escola Estadual Inácio Monteiro III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.399315542713765 -23.57504451415624),publica
"POLYGON ((-46.6039648 -23.5041979, -46.6040288 -23.5041718, -46.6041004 -23.504142, -46.604124 -23.5041323, -46.6042993 -23.5040624, -46.604309 -23.504082, -46.604327 -23.5041182, -46.6043493 -23.5041633, -46.6046327 -23.5040419, -46.6047488 -23.5039921, -46.6048076 -23.5039658, -46.6047255 -23.5038063, -46.6046992 -23.5037551, -46.6046805 -23.5037184, -46.6046272 -23.5037417, -46.604227 -23.5039164, -46.6037791 -23.5041138, -46.6038032 -23.5041596, -46.6038309 -23.5042123, -46.6038489 -23.5042465, -46.6038946 -23.5042264, -46.6039648 -23.5041979))",school,Escola Oficial do Flamengo na Vila Guilherme,,,,,,,,,,,,,,soccer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pitch,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,grass,,,POINT (-46.60434809527326 -23.50399145286282),privada
"POLYGON ((-46.6059921 -23.5423512, -46.6059997 -23.5422936, -46.6059909 -23.5422698, -46.6059672 -23.542244, -46.6056572 -23.542137, -46.6056295 -23.5421614, -46.6055168 -23.5422634, -46.6054172 -23.5423535, -46.6051679 -23.5425716, -46.6053308 -23.5426332, -46.6057478 -23.5427909, -46.6057927 -23.5427828, -46.6059379 -23.5426451, -46.6059562 -23.5426224, -46.6059716 -23.542506, -46.6059762 -23.542471, -46.6059348 -23.5424691, -46.605954 -23.5423497, -46.6059921 -23.5423512))",school,Escola Estadual Domingos Faustino Sarmiento,970,Rua 21 de Abril,,,,,,,São Paulo,03047-000,Brás,,,,,,,,,+55 11 2694-5287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E.E Domingos Faustino Sarmiento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.60565535463823 -23.54247475455518),publica
"POLYGON ((-46.6475355 -23.4775045, -46.6473872 -23.4774741, -46.6472461 -23.4774452, -46.6472398 -23.4774763, -46.6472342 -23.477501, -46.6472167 -23.4775765, -46.6472157 -23.4775806, -46.6471958 -23.4776669, -46.6471773 -23.4777467, -46.6471707 -23.4777753, -46.6471483 -23.4778723, -46.6474278 -23.4779499, -46.6474331 -23.4779241, -46.6474776 -23.4777402, -46.6475355 -23.4775045))",school,Escola Waldorf Francisco de Assis,149,Avenida Basiléia,,,,,,,São Paulo,02440-060,Lauzane Paulista,,,,,,,,,,,,,,,,,Associação Humanista Francisco de Assis,,https://www.facebook.com/escolawaldorf/,,,+55 11 2231 7276,,http://escolafranciscodeassis.com.br,,,,,,,,,,,,,,,,,secretaria@escolafranciscodeassis.com.br,,,,,,,1985-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.linkedin.com/company/escola-waldorf-francisco-de-assis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.64734054374919 -23.477692511062056),privada
"POLYGON ((-46.7128086 -23.7638912, -46.7126547 -23.7639237, -46.7123917 -23.7636245, -46.7123514 -23.763605, -46.7123111 -23.7636245, -46.7122993 -23.7636527, -46.7123017 -23.7645004, -46.7123277 -23.7646522, -46.7124059 -23.7647259, -46.7128845 -23.7647389, -46.7130953 -23.7646305, -46.7130598 -23.764598, -46.7130337 -23.764546, -46.7129674 -23.7643617, -46.7128797 -23.7640798, -46.7128086 -23.7638912))",school,EMEF Professor Florestan Fernandes,41,Avenida Margueritte Long,,,,,,,São Paulo,04860-320,Jardim Guanabara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Escola Municioal de Ensino Fundamental Professor Florestan Fernandes,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.71261073873037 -23.764281322389106),publica
"POLYGON ((-46.635157 -23.5300683, -46.6349998 -23.5301108, -46.6349259 -23.5301307, -46.6349287 -23.5301397, -46.6348751 -23.5301537, -46.6348723 -23.5301444, -46.634728 -23.5301816, -46.6345407 -23.5302299, -46.6345432 -23.5302381, -46.6344899 -23.530252, -46.6344817 -23.5302542, -46.6343858 -23.5302793, -46.6343886 -23.5302899, -46.6344049 -23.5303465, -46.6344366 -23.5304463, -46.6344384 -23.5304523, -46.6344636 -23.5305349, -46.6345887 -23.5309462, -46.6346723 -23.5312208, -46.6347884 -23.5311928, -46.634911 -23.531183, -46.6349235 -23.531182, -46.6351011 -23.531171, -46.6352989 -23.5311571, -46.6353055 -23.5311567, -46.6353099 -23.5311564, -46.6354849 -23.5311447, -46.6354639 -23.5310791, -46.635433 -23.5309893, -46.6354089 -23.5309192, -46.6353996 -23.5308876, -46.6353861 -23.5308419, -46.6353579 -23.5307467, -46.635314 -23.5305873, -46.635265 -23.530431, -46.635262 -23.5304206, -46.6352638 -23.5304201, -46.6351896 -23.5301757, -46.635157 -23.5300683))",college,Instituto Dom Bosco,223,Praça Coronel Fernando Prestes,,,,,,,São Paulo,01124-060,Bom Retiro,,,,,,,,,+55 11 3329-7999,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Fr 07:30-17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.63493151119762 -23.530671295063254),privada
"POLYGON ((-46.6854986 -23.5385836, -46.6854732 -23.5385757, -46.6853551 -23.5385392, -46.6850842 -23.5384622, -46.6849478 -23.5384317, -46.6848052 -23.53844, -46.6845839 -23.5385734, -46.6843733 -23.5386969, -46.6847004 -23.5391195, -46.6854195 -23.5386367, -46.6854986 -23.5385836))",school,Escola Estadual Brigadeiro Faria Lima,420,Rua Cajaíba,,,,,,,São Paulo,05025-000,Perdizes,,,,,,,,,,,,,,,E.E.Brigadeiro Faria Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.68487816356176 -23.538718337623393),publica
"POLYGON ((-46.6187017 -23.4856088, -46.6182606 -23.4856022, -46.6182606 -23.4856959, -46.6182584 -23.4858666, -46.6186653 -23.4858742, -46.6186986 -23.4858749, -46.6187 -23.4857509, -46.6187017 -23.4856088))",school,Escalada Colégio,100,Rua Florinéia,,,,,,,São Paulo,02334-050,Agua Fria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.61848023777825 -23.48573808077055),privada
"POLYGON ((-46.5721892 -23.4778543, -46.5718581 -23.4777029, -46.571278 -23.4774376, -46.5712603 -23.4774375, -46.5712476 -23.4774445, -46.57115 -23.4776211, -46.5710906 -23.4777285, -46.5720086 -23.4781715, -46.5721892 -23.4778543))",school,E.E.Provincia de Nagasaki,158,Rua Dorandia,,,,,,,São Paulo,02234-080,Jardim Brasil,,,,,,,,,,,,,,,Escola Estadual Provincia de Nagasaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.57164114323168 -23.47779776858834),privada
"POLYGON ((-46.5985743 -23.5565266, -46.5985008 -23.5561162, -46.5984962 -23.5560834, -46.598495 -23.5560751, -46.5984569 -23.555803, -46.5984519 -23.555767, -46.5982027 -23.5557924, -46.5982069 -23.5558291, -46.5982464 -23.5561108, -46.5980142 -23.556139, -46.5980551 -23.5563999, -46.598115 -23.5567937, -46.5981453 -23.5567761, -46.5981636 -23.5567655, -46.5983178 -23.5566758, -46.5985358 -23.556549, -46.5985743 -23.5565266))",college,SENAI Mooca Morvan Figueiredo,215,Rua do Oratório,,,,,,,São Paulo,03117-000,Mooca,,,,,,,,https://sp.senai.br/unidade/mooca/,+55 11 2076 3200,,,,,senaimooca@sp.senai.br,,,Serviço Nacional da Indústria,,https://www.facebook.com/senaimooca,https://www.instagram.com/senaimooca/,,,,,,,private_non_profit,,,,,,,,,Mo-Fr 08:00-20:00; Sa 08:00-13:00; PH off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.59829972141124 -23.556288337684823),privada
"POLYGON ((-46.6788155 -23.5358187, -46.6786548 -23.5359265, -46.6784882 -23.5360381, -46.6786268 -23.5362327, -46.6789786 -23.5360005, -46.6788374 -23.5358035, -46.6788155 -23.5358187))",school,Bakita,1229,Rua Caiubi,,,,,,,São Paulo,05010-000,Perdizes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.67873321400168 -23.536018571891216),privada
"POLYGON ((-46.672937 -23.5308576, -46.6728846 -23.5307792, -46.6728389 -23.530808, -46.6727931 -23.5308338, -46.6726449 -23.5309174, -46.6725521 -23.5309698, -46.6726023 -23.5310488, -46.672937 -23.5308576))",school,Politeia Escola Democratica,511,Rua Dona Germaine Burchard,,,,Q10274381,,,São Paulo,05002-062,Água Branca,,,,,,,,https://www.escolapoliteia.com.br/,+55 11 3803-9805,,,,,secretaria@escolapoliteia.com.br,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.672744008383376 -23.530914529315403),privada
"POLYGON ((-46.671889 -23.5278908, -46.6717801 -23.5277104, -46.6717427 -23.5276485, -46.6716258 -23.5277117, -46.671514 -23.5277722, -46.6716505 -23.5279851, -46.6716652 -23.5280084, -46.671889 -23.5278908))",school,Colégio Poliedro,913,Avenida Francisco Matarazzo,,,,,,school,São Paulo,,Barra Funda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.671702607156014 -23.527829248184602),privada
"POLYGON ((-46.6214145 -23.5434909, -46.6215687 -23.5429679, -46.6215311 -23.5428696, -46.6214936 -23.5427712, -46.6209258 -23.5424339, -46.6204824 -23.5431062, -46.6209005 -23.5432753, -46.6214145 -23.5434909))",college,Escola Senai Roberto Simonsen,298,Rua Monsenhor de Andrade,,,,,,,São Paulo,03008-000,Brás,,,,,,,,https://bras.sp.senai.br/,+55 11 3322 5000,,,,,,,,SENAI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.621083427996986 -23.54297576881985),privada
"POLYGON ((-46.5899668 -23.5596378, -46.5899319 -23.5594515, -46.5898878 -23.5592159, -46.5897649 -23.5592716, -46.5895673 -23.5588977, -46.5893045 -23.5590145, -46.5890322 -23.5591356, -46.5891458 -23.5593473, -46.5892391 -23.5595226, -46.5894277 -23.5598802, -46.589621 -23.5597933, -46.5899668 -23.5596378))",school,Colegio Santa Catarina,3758,Rua da Mooca,,,,,,,São Paulo,03165-000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.589518436517906 -23.559387999745802),privada
"POLYGON ((-46.4171171 -23.5655599, -46.4170753 -23.5654549, -46.4169486 -23.5651365, -46.4169276 -23.5650838, -46.4168255 -23.565097, -46.4168187 -23.5650849, -46.4167632 -23.5651003, -46.4165124 -23.5649569, -46.4164539 -23.5650499, -46.4162176 -23.5654257, -46.4169066 -23.5658073, -46.416921 -23.5657698, -46.4169544 -23.5657167, -46.4170035 -23.56567, -46.4170895 -23.5655848, -46.4171171 -23.5655599))",school,EMEF Professora Celia Regina Andery Braga,15,Rua Henrique Adamus,,,,,,,São Paulo,08421-107,Jardim Áurea,,,,,,,,,,,,,,,Escola Municipal de Ensino Fundamental Professora Celia Regina Andery Braga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.41669549061007 -23.565379588311533),publica
"POLYGON ((-46.6648199 -23.6006958, -46.6647342 -23.6006055, -46.6646823 -23.6005508, -46.6646442 -23.6005106, -46.6645453 -23.6004065, -46.6644877 -23.6003459, -46.6642796 -23.6001275, -46.6642635 -23.6001243, -46.6642361 -23.6001239, -46.6642071 -23.6001304, -46.6641093 -23.6002102, -46.6635265 -23.6006858, -46.6634073 -23.6007831, -46.6633966 -23.6008091, -46.6633998 -23.6008319, -46.6634333 -23.6008676, -46.6635333 -23.6009739, -46.6637036 -23.601155, -46.6639013 -23.6013653, -46.6639919 -23.6014617, -46.664009 -23.6014662, -46.6640247 -23.601468, -46.6640469 -23.6014669, -46.6640677 -23.6014576, -46.6648649 -23.6008143, -46.6648817 -23.6007975, -46.6648836 -23.6007779, -46.6648811 -23.6007613, -46.6648651 -23.6007434, -46.6648199 -23.6006958))",school,Colégio Franciscano Nossa Senhora Aparecida,416,Alameda Jauaperi,,,,,,,São Paulo,04523-011,Moema,,,,,,,,https://www.consa.com.br,,,,,,,CONSA,,Associação Cultura Franciscana,,,,,,,,,,religious,,,,,christian,,,,,,,,,,,,,catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.664138857879244 -23.600795146673967),privada
"POLYGON ((-46.6481364 -23.5311492, -46.648234 -23.5312102, -46.6484065 -23.5309731, -46.6483115 -23.5309136, -46.6481833 -23.5308334, -46.6480474 -23.5307508, -46.6479666 -23.530859, -46.6478726 -23.5309849, -46.6479867 -23.5310557, -46.6481364 -23.5311492))",college,Etec Doutora Maria Augusta Saraiva,1385,Rua Guaianases,,,,,,,São Paulo,01202-000,Campos Elíseos,,,,,,,,,,,,,,,Escola Tecnica Estadual Doutora Maria Augusta Saraiva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.64814035553105 -23.530979664085027),privada
"POLYGON ((-46.7875611 -23.4404982, -46.7884755 -23.4399736, -46.7879719 -23.4389795, -46.7872732 -23.4393764, -46.7865838 -23.4396965, -46.7868131 -23.4408547, -46.7868241 -23.4408715, -46.7868696 -23.4408589, -46.7874195 -23.4405133, -46.7875611 -23.4404982))",school,Centro Educacional Unificado Parque Anhanguera,,Rua Pedro José de Lima,,,,,,,São Paulo,05267-174,Parque Anhanguera,,,,,,,,http://portal.sme.prefeitura.sp.gov.br/Main/Noticia/Visualizar/PortalSMESP/CEU-Parque-Anhanguera--Informacoes-Gerais,+55 11 3911 7534,,,,,smeceupqanhanguera@prefeitura.sp.gov.br,,,Secretaria Municipal de Educação,,,,,,,,,,government,,35455416,,,,,,,,Sem numeração,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,C.E.U Parque Anhanguera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.787469130880815 -23.439907687924464),privada
"POLYGON ((-46.4015134 -23.5488197, -46.4014829 -23.5488197, -46.4011641 -23.5489693, -46.401089 -23.5490043, -46.4010197 -23.5490388, -46.4012303 -23.5493399, -46.4017991 -23.5490173, -46.4018215 -23.5489931, -46.4018242 -23.5489713, -46.4018202 -23.54893, -46.4017991 -23.5489131, -46.4016165 -23.5488391, -46.4015729 -23.5488245, -46.4015134 -23.5488197))",school,EMEI Professor Gianfrederico Porta,323,Rua Torre de Santiago,,,,,,,São Paulo,08460-180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.40141390626527 -23.549046913881494),publica
"POLYGON ((-46.7554039 -23.4725318, -46.754896 -23.4726296, -46.7548983 -23.4727661, -46.7549006 -23.4729026, -46.7555782 -23.4727694, -46.7554039 -23.4725318))",school,EMEF Chacara Turistica,87,Rua Agnes Fontoura,,,,,,,Sâo Paulo,05164-015,Conjunto Habitacional Turistica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.755196396117356 -23.472714550684856),publica
"POLYGON ((-46.6667981 -23.5360386, -46.6667019 -23.5359108, -46.6665822 -23.5357518, -46.6664854 -23.535623, -46.6664034 -23.5355138, -46.666363 -23.5355375, -46.6662848 -23.5355854, -46.6658604 -23.5358404, -46.6659979 -23.5360948, -46.6661792 -23.53643, -46.6664359 -23.5362731, -46.6667981 -23.5360386))",school,Colégio Santa Marcelina,541,Rua Cardoso de Almeida,,,,,,,São Paulo,05013-000,Perdizes,,,,,,,,https://www.santamarcelina.org.br,+55 11 3677-0600;+55 11 3865-5543,,,Perdizes,,,,,,,,,,,,,,,,,35102805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.66631403011287 -23.535964210096235),privada
"POLYGON ((-46.424742 -23.5374076, -46.4244952 -23.5370879, -46.4243142 -23.5367092, -46.4240795 -23.5365371, -46.4239467 -23.536542, -46.4232239 -23.5373338, -46.4226874 -23.5379289, -46.4224085 -23.5385928, -46.4222315 -23.5390945, -46.4221859 -23.5393834, -46.4222104 -23.5396722, -46.4223827 -23.5395845, -46.4230361 -23.5392494, -46.4231863 -23.5391141, -46.4232675 -23.539023, -46.424168 -23.5380125, -46.4242431 -23.5377371, -46.4243236 -23.537619, -46.4244845 -23.5375305, -46.4246079 -23.5375404, -46.424742 -23.5374076))",school,CEU José Guilherme Gianotti,60,Avenida José Pinheiro Borges,,,,,,,São Paulo,08430-810,Guaianases,,,,,,CEU Jambeiro,,http://ceujambeiro.blogspot.com.br/,+55 11 2960-2055;+55 11 2960-2059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CEU Jambeiro,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.42338519340352 -23.53804396221915),privada
"POLYGON ((-46.3992222 -23.5535416, -46.3993564 -23.5535613, -46.3994068 -23.5535758, -46.3995778 -23.5534871, -46.3997187 -23.5534239, -46.3996827 -23.5533481, -46.3996467 -23.5532722, -46.3995536 -23.5532091, -46.3988536 -23.5530018, -46.398823 -23.5530308, -46.3988105 -23.5530671, -46.3987913 -23.5531227, -46.3987573 -23.5531139, -46.3985725 -23.5534183, -46.3988668 -23.5535413, -46.3988558 -23.5535599, -46.3990251 -23.5536038, -46.3990353 -23.5535571, -46.3991565 -23.5535514, -46.3992222 -23.5535416))",school,E.E Professora Ernestina Del Buono Trama,418,Rua Feliciano de Mendonça,,,,,,,São Paulo,08460-365,Jardim São Paulo,,,,,,,,,,,,,,,Escola Estadual Professora Ernestina Del Buono Trama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.39912492914879 -23.553327969130027),privada
