geometry,amenity,brand,brand:wikidata,dispensing,drive_through,healthcare,name,wheelchair,addr:city,addr:housenumber,addr:postcode,addr:street,addr:country,addr:state,contact:phone,contact:website,opening_hours,check_date,phone,website,brand:wikipedia,contact:email,mobile,alt_name,operator,cuisine,addr:suburb,smoking,name:pt,payment:cash,payment:credit_cards,payment:debit_cards,old_name,entrance,contact:fax,parking,level,name:en,height,shop,building,description,email,check_date:opening_hours,internet_access,payment:mastercard,payment:visa,toilets:wheelchair,fax,healthcare:speciality,payment:american_express,payment:coins,payment:maestro,payment:visa_debit,payment:visa_electron,payment:elo,emergency,internet_access:fee,organic,check_date:currency:XBT,currency:XBT,payment:apple_pay,payment:cards,payment:contactless,payment:diners_club,payment:discover_card,payment:google_pay,payment:jcb,payment:lightning,payment:lightning_contactless,payment:mastercard_contactless,payment:nfc,payment:onchain,payment:samsung_pay,payment:unionpay,source,delivery,landuse,branch,building:levels,roof:levels,roof:colour,roof:material,mapillary,roof:shape,ref:vatin,atm,layer,note,payment:notes,building:colour,air_conditioning,indoor,room,area,start_date,survey:date,contact:facebook,payment:electronic_purses,wikidata,wikipedia,leisure,contact:instagram,opening_hours:drive_through,opening_date,addr:subdistrict,addr:district,type
POINT (-46.6359999 -23.529379),pharmacy,,,,,pharmacy,Ultrafarma Bom Retiro 24 horas,yes,São Paulo,531,01121-000,Rua Prates-Coréia,,,,,24/7,2025-08-27,+55 11 3329 9781,,,,+55 11 94337 1709,,,,Loja 3,,,yes,yes,yes,,,,,,,,,,"Ultrafarma Bom Retiro 24 horas
Farmácia/Drugstore, Drogaria, Perfumaria e Manipulação localizada no bairro Bom Retiro, região central de São Paulo,próximo às estações de metrô Armênia, Tiradentes e Luz. Funcionamos 24 horas de domingo à domingo 365 dias.",farmaeciabomretiro@gmail.com,,,yes,yes,,,,yes,,yes,yes,yes,,,,,2025-08-27,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6603205 -23.5587138),pharmacy,Drogaria São Paulo,Q5308184,,,pharmacy,Drogaria São Paulo,,,,,,,,,,,2025-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.4883396 -23.5063498),pharmacy,,,yes,no,pharmacy,UltraFarma Popular,,,112,,Avenida Boturussu,,,,,,,,,,,,,,,Parque Boturussu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6682879 -23.5997925),pharmacy,,,,,,Drogaria Sao Paulo,yes,São Paulo,116,04515-010,Av. Lavandisca,,,,,00:00 - 23:59,,,drogariasaopaulo.com.br,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6319515 -23.5732253),pharmacy,Droga Raia,Q10357101,,,pharmacy,Droga Raia,,,815,,Avenida da Aclimação,,,,,24/7,2025-10-03,+55 11 94300-9562,https://www.drogaraia.com.br/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6711441 -23.4610947),pharmacy,,,yes,no,pharmacy,PromoFarma,,,1407,,Avenida General Penha Brasil,,,,,,,,,,,+55 11 97166 7689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.5074537 -23.5967901),pharmacy,,,yes,no,pharmacy,Farmácia Nova Brasilia,,,,,Rua Nova Brasília,,,,,,,+55 11 2725 0150,,,,+55 11 94217 6737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.518 -23.5986355),pharmacy,,,yes,no,pharmacy,Promofarma,,,8941,,Avenida Sapopemba,,,,,,,,,,,+55 11 97414 3186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6235226 -23.5027836),pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6657075 -23.6732169),pharmacy,,,,,pharmacy,Ani Farma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6639164 -23.6739636),pharmacy,,,,,pharmacy,Drogaria Marques,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6618819 -23.6748595),pharmacy,Farma Conde,Q100492677,,,pharmacy,Farma Conde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6640921 -23.6739053),pharmacy,,,,,pharmacy,Farmácia Popular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6644783 -23.6737941),pharmacy,,,,,pharmacy,Campeão Farma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perfumery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6621689 -23.6746924),pharmacy,,,,,pharmacy,Drogaria & Perfumaria Arn Farma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perfumery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6619547 -23.6745966),pharmacy,,,,,pharmacy,Classe Farma Drogarias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6319086 -23.500112),pharmacy,,,,,,Raia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6240355 -23.5213539),pharmacy,,,,,pharmacy,Felizfarma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6472773 -23.5629688),pharmacy,,,,,,Raia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6876333 -23.5755604),pharmacy,Drogasil,Q5308185,,,pharmacy,Drogasil,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6615711 -23.5039316),pharmacy,,,,,,Drogasil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6493213 -23.5481953),pharmacy,,,,,pharmacy,farmalise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6071158 -23.526598),pharmacy,,,,no,pharmacy,Farma Ética Pari,,São Paulo,1421,03026-001,Rua Silva Teles,,,,,Mo-Sa 7:30-21:00,,,,,,,,,,Pari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.4740572 -23.535878),pharmacy,Drogasil,Q5308185,,,pharmacy,Drogasil,yes,São Paulo,5,,Avenida Campanella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6924125 -23.5618497),pharmacy,Drogaria São Paulo,Q5308184,,,pharmacy,Drogaria São Paulo,yes,,,,,,,,,,2025-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.4234663 -23.5337508),pharmacy,,,,,pharmacy,Drogarias Mega Farma,,,,,Rua João Bodin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.7570229 -23.6170942),pharmacy,Drogaria São Paulo,Q5308184,,,pharmacy,Drogaria São Paulo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.7573436 -23.617142),pharmacy,Drogasil,Q5308185,,,pharmacy,Drogasil,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6934428 -23.7369235),pharmacy,,,,,pharmacy,Droga Mix,no,São Paulo,705,,Avenida Dona Belmira Marin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6029802 -23.4814273),pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6963054 -23.630635),pharmacy,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.609104 -23.478344),pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6029681 -23.4802177),pharmacy,,,,,,,,,566,,Avenida Doutor Antônio Maria Laet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6170122 -23.5154676),pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.4830778 -23.5482547),pharmacy,,,,,pharmacy,,,São Paulo,151C,03590-060,Avenida Padre Estanislau de Campos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6271216 -23.5691586),pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6948488 -23.5863089),pharmacy,,,,,pharmacy,Ultrfarma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.4769034 -23.514393),pharmacy,Drogasil,Q5308185,,,,Drogasil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.5987684 -23.5223977),pharmacy,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6456417 -23.5470693),pharmacy,,,,,pharmacy,+gentil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5321189 -23.5225225, -46.5321298 -23.5225236, -46.5321206 -23.5226023, -46.5321097 -23.5226012, -46.5320983 -23.5226992, -46.5321154 -23.5227009, -46.5321127 -23.5227247, -46.5321419 -23.5227276, -46.5321618 -23.5227296, -46.5321788 -23.5227312, -46.5321975 -23.5227331, -46.5322005 -23.5227069, -46.5322115 -23.522708, -46.5322419 -23.5224495, -46.532157 -23.5224346, -46.5321297 -23.5224298, -46.532128 -23.5224446, -46.5321189 -23.5225225), (-46.5321372 -23.5224777, -46.5321506 -23.5224777, -46.5321506 -23.5224879, -46.5321372 -23.5224872, -46.5321372 -23.5224777))",pharmacy,,,,,pharmacy,Droga Leste,,São Paulo,1319,03635-001,Avenida Amador Bueno da Veiga,,,,,,,,,,,,,,,,,,,,,,,,,,,8.666,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon
"POLYGON ((-46.6964564 -23.6388578, -46.6965064 -23.6389262, -46.6965765 -23.6388858, -46.6965263 -23.6388195, -46.6964564 -23.6388578))",pharmacy,,,,,,Drogavista,,São Paulo,1759,04733-300,Avenida Adolfo Pinheiro,BR,,+55 11 5525 8990,,,,,,,,,,Drogavista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.696923 -23.6394958, -46.6968888 -23.639449, -46.6971838 -23.6392829, -46.6972151 -23.6393357, -46.696923 -23.6394958))",pharmacy,,,,,pharmacy,Folha Pharma Manipulação,,São Paulo,1681,04733-300,Avenida Adolfo Pinheiro,BR,,+55 11 5548 8654; +55 11 3569 7911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6936983 -23.6367643, -46.693688 -23.6367529, -46.6937286 -23.6367257, -46.6936809 -23.6366544, -46.6936253 -23.6366841, -46.6935188 -23.6365671, -46.6935579 -23.636542, -46.6935141 -23.6364899, -46.693472 -23.6365156, -46.6934627 -23.6365054, -46.6936012 -23.6364256, -46.6937926 -23.6367145, -46.6936983 -23.6367643))",pharmacy,Droga Raia,Q10357101,,,pharmacy,Droga Raia,,São Paulo,569,04715-003,Rua Américo Brasiliense,BR,,,,,,,,pt:RaiaDrogasil,,,,Droga Raia,,,,,,,,,,,,,,5,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,retail,Alto da Boa Vista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.695079 -23.6357583, -46.6949903 -23.6356637, -46.6949738 -23.6356527, -46.6949557 -23.6356536, -46.6948495 -23.6357129, -46.6948655 -23.6357334, -46.6949614 -23.6358581, -46.6949841 -23.6358388, -46.6950517 -23.6357815, -46.6950543 -23.6357793, -46.695079 -23.6357583))",pharmacy,,,yes,,pharmacy,Unipharmas,,São Paulo,6203,04701-100,Avenida Santo Amaro,BR,,,,,2024-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6899445 -23.5599844, -46.6898785 -23.5600777, -46.6897004 -23.5599717, -46.6897664 -23.5598785, -46.6899445 -23.5599844))",pharmacy,Droga Raia,Q10357101,yes,,pharmacy,Droga Raia,,São Paulo,296,05432-010,Rua Inácio Pereira da Rocha,,,,,24/7,2024-08-11,,,pt:RaiaDrogasil,,,,,,,,,,,,,,,,,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7013159 -23.4946669, -46.7011644 -23.4946847, -46.7011215 -23.4945969, -46.7012454 -23.494539, -46.7013159 -23.4946669))",pharmacy,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7119644 -23.570027, -46.711938 -23.5699523, -46.711876 -23.5699718, -46.7118655 -23.5699648, -46.7118687 -23.5699058, -46.7117841 -23.5699034, -46.7117781 -23.5700637, -46.7117791 -23.5700675, -46.7117827 -23.5700733, -46.7117885 -23.5700774, -46.7117956 -23.5700792, -46.7118028 -23.5700783, -46.7118154 -23.5700743, -46.7118296 -23.5700698, -46.7119644 -23.570027))",pharmacy,Droga Raia,Q10357101,yes,,pharmacy,Droga Raia,,São Paulo,752,05503-000,Avenida Vital Brasil,,,,,24/7,2023-05-09,+55 11 3032-4741,https://www.drogaraia.com.br/storelocator/search/result/?query_text=vital,pt:RaiaDrogasil,,,,,,,,,,,,,,,,,,9.89,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6407168 -23.4853455, -46.6407023 -23.4853976, -46.6406418 -23.4853826, -46.6406305 -23.4854239, -46.6407467 -23.4854986, -46.6407908 -23.4854697, -46.6408375 -23.4854391, -46.6408593 -23.4854324, -46.640865 -23.4854306, -46.6408767 -23.4853816, -46.6407168 -23.4853455))",pharmacy,,,yes,,pharmacy,Bifarma,,São Paulo,2168,02430-001,Rua Conselheiro Moreira de Barros,,,,,,,,,,,,,,,Lausanne Paulista,,,,,,,,,,,,7.207,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6458979 -23.4827657, -46.6458348 -23.4828064, -46.6459273 -23.4829283, -46.6459315 -23.4829339, -46.6459939 -23.4828936, -46.6458979 -23.4827657))",pharmacy,,,yes,,pharmacy,Leda Farma,,São Paulo,2828,02430-001,Rua Conselheiro Moreira de Barros,,,,,,,,,,,,,,,,,,,,,,,,,,,6.43,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7644484 -23.5812393, -46.7643104 -23.5813247, -46.7642732 -23.5812755, -46.7644123 -23.5811911, -46.7644484 -23.5812393))",pharmacy,,,,,,,,,,,Rua Artur Barreiros,,,,,,,,,,,,,,,Jardim Ester,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6611278 -23.4956054, -46.6609937 -23.4955759, -46.6609722 -23.4956571, -46.661109 -23.495689, -46.6611278 -23.4956054))",pharmacy,,,,,pharmacy,Promofarma,,São Paulo,456,25450-000,Rua Zilda,,,,,24/7,,+55 11 3857-4511,,,,,,,,Casa Verde,,,,,,,,,,,,8,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6613161 -23.4951874, -46.661056 -23.4950349, -46.6610318 -23.4949636, -46.6610586 -23.4949439, -46.6614134 -23.4950154, -46.6613805 -23.4951505, -46.6613564 -23.4951825, -46.6613161 -23.4951874))",pharmacy,,,,,pharmacy,Promofarma,,São Paulo,522,,Rua Zilda,,,,http://www.promofarma.com.br,,,,,,,,,,,Casa Verde,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5676928 -23.539, -46.5674728 -23.5389519, -46.5674585 -23.539007, -46.5676784 -23.5390551, -46.5676928 -23.539))",pharmacy,,,,,pharmacy,Fra,,São Paulo,,,Rua Melo Freire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5776415 -23.5070746, -46.5774603 -23.5071677, -46.5775347 -23.5072896, -46.5777162 -23.5071959, -46.5776415 -23.5070746))",pharmacy,Drogaria São Paulo,Q5308184,yes,,pharmacy,Drogaria São Paulo,,São Paulo,1156A,02124-000,Avenida das Cerejeiras,,,,,,,,,en:Grupo DPSP,,,,,,,,,,,,,,,,,,9,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6597387 -23.5120099, -46.6597518 -23.5121174, -46.6594781 -23.5121456, -46.6594694 -23.5120744, -46.6594793 -23.5120484, -46.6595095 -23.5120335, -46.6597387 -23.5120099))",pharmacy,,,yes,,pharmacy,Promofarma,,São Paulo,139,02515-000,Rua Doutor César Castiglioni Junior,,,,,Mo-Su 07:00-23:00,,,,,,,,,,Casa Verde,,,,,,,,,,,,5,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silver,metal,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7032478 -23.5240251, -46.7032442 -23.5238062, -46.7032075 -23.5238072, -46.703173 -23.5238081, -46.7031353 -23.5238091, -46.7031393 -23.5240282, -46.7031916 -23.5240267, -46.7032478 -23.5240251))",pharmacy,,,,,pharmacy,FarMais,,São Paulo,276,05050-000,Rua Monteiro de Melo,,,,,,,,,,,,,,,,,,,,,,,,,,,6.014,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7046104 -23.5279987, -46.7045433 -23.528015, -46.7046182 -23.528277, -46.7046853 -23.5282606, -46.7046104 -23.5279987))",pharmacy,,,,,pharmacy,Farma&Cia,,São Paulo,1323A,05051-001,Rua Tito,,,,,,,,,,,,,,,,,,,,,,,,,,,6.113,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6561844 -23.5421771, -46.6562228 -23.5421627, -46.6562259 -23.5421615, -46.6562205 -23.5421491, -46.656376 -23.5420921, -46.6563691 -23.5420759, -46.656431 -23.5420533, -46.6564426 -23.5420801, -46.6564607 -23.5420733, -46.6565043 -23.5420569, -46.6564653 -23.5419677, -46.6564024 -23.5419907, -46.6564207 -23.5420333, -46.6563591 -23.5420559, -46.6563529 -23.5420415, -46.6563284 -23.5420505, -46.6563219 -23.5420356, -46.6561863 -23.5420852, -46.6561806 -23.5420719, -46.6561426 -23.5420858, -46.6561823 -23.5421779, -46.6561844 -23.5421771))",pharmacy,Droga Raia,Q10357101,,,pharmacy,Droga Raia,,São Paulo,1062,01228-100,Avenida Angélica,,,,,24/7,,,,pt:RaiaDrogasil,,,,,,,,,,,,,,,,,,5.2,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5832076 -23.4882574, -46.5831794 -23.4882835, -46.583055 -23.4883991, -46.5830234 -23.4883699, -46.5829929 -23.488343, -46.5831475 -23.4882019, -46.5832076 -23.4882574))",pharmacy,Drogasil,Q5308185,yes,yes,pharmacy,Drogasil,yes,São Paulo,860,02219-000,Avenida Nossa Senhora do Loreto,,,,,Mo-Sa 08:00-20:00; Sa 08:00-18:00,,,,pt:Drogasil,,,,,,,,,,,,,,,,,,6,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150380086527493,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7275173 -23.5739375, -46.727432 -23.5739159, -46.7274245 -23.5739487, -46.7274161 -23.5739859, -46.7274409 -23.573992, -46.7274641 -23.5739986, -46.7276562 -23.5740489, -46.727686 -23.5740567, -46.7276999 -23.5740193, -46.7277119 -23.5739868, -46.7276665 -23.5739753, -46.7276552 -23.5740132, -46.7276071 -23.574001, -46.7276136 -23.5739791, -46.7275354 -23.5739593, -46.7275402 -23.5739433, -46.7275173 -23.5739375))",pharmacy,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.75,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7326555 -23.5733521, -46.7326143 -23.5733459, -46.7325844 -23.5735117, -46.7325837 -23.5735155, -46.7326237 -23.5735214, -46.7326245 -23.5735168, -46.7326414 -23.5735193, -46.7326621 -23.5734015, -46.7326472 -23.5733993, -46.7326555 -23.5733521))",pharmacy,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.555,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7076152 -23.5712774, -46.7076899 -23.5713208, -46.7077279 -23.571304, -46.7077488 -23.5711657, -46.707708 -23.5711571, -46.7076969 -23.5711547, -46.7076152 -23.5712774))",pharmacy,Drogasil,Q5308185,yes,,pharmacy,Drogasil,yes,São Paulo,480,05501-020,Rua Pirajussara,,,,,Mo-Sa 07:00-23:00; Su 00:00-24:00,2023-10-17,+55 11 3034-0574;+55 11 3034-0138,,pt:Drogasil,,,,,,,,,,,,,,,,,,7.82,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
