geometry,amenity,name,operator,operator:wikidata,landuse,military,operator:short,addr:city,addr:housenumber,addr:postcode,addr:street,opening_hours,website,addr:suburb,check_date,wheelchair,note,phone,police,seasonal,information,tourism,name:pt,addr:country,addr:state,short_name,entrance,email,fax,level,nohousenumber,source,start_date,operator:en,operator:pt,operator:wikipedia,description,alt_name,building,layer,building:levels,height,contact:phone,contact:website,barrier,roof:colour,roof:shape,office,inscription,min_height,addr:place,smoking,name:en,disused:government,disused:office,old_name,ele,fixme,payment:account_cards,payment:american_express,payment:amex,payment:cards,payment:cheque,payment:coins,payment:credit_cards,payment:debit_cards,payment:diners_club,payment:discover_card,payment:dkv,payment:electronic_purses,payment:girocard,payment:maestro,payment:mastercard,payment:notes,payment:pikepass,payment:uta,payment:visa,payment:visa_debit,payment:visa_electron,wikidata,wikipedia,operator:wikimedia_commons,payment:cash,payment:contactless,payment:cryptocurrencies,access,leisure,wikimedia_commons,area,operator:type,addr:district,lit,surface,type,official_name,loc_name
"POLYGON ((-46.6395169 -23.5037515, -46.6394605 -23.5037231, -46.6394405 -23.5037569, -46.6394969 -23.5037853, -46.6395169 -23.5037515))",police,Base Comunitaria,Polícia Militar do Estado de São Paulo,Q10351025,,,PMESP,São Paulo,,,Avenida Bráz Leme,,,Santana,,,,,,,,,,,,,,,,,,pmsp,,,,pt:Polícia Militar do Estado de São Paulo,,,yes,,,3.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7317443 -23.8059738, -46.731694 -23.8057809, -46.7315214 -23.8058234, -46.7315651 -23.8060145, -46.7317443 -23.8059738))",police,Guarda Civil Metropolitana,,,,,,São Paulo,620,04883-210,Rua Antônio Marcondes Boeta,,www.gcm.sp.gov.br,Jardim Aladim,,,,+55 11 5926-4048,,,,,,,,,,gcmirdamcapivarimonos@prefeitura.sp.gov.br,+55 11 5920-8054,,,pmsp;local knowledge;aerial imagery,,,,,,,yes,,,3.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7322321 -23.826182, -46.7323561 -23.8263041, -46.7324086 -23.8262594, -46.7322834 -23.8261369, -46.7322321 -23.826182))",police,50º Batalhão de Polícia Militar,Polícia Militar do Estado de São Paulo,Q10351025,military,police,PMESP,São Paulo,6755,04865-005,Avenida Sadamu Inoue,,https://www.policiamilitar.sp.gov.br/,Jardim do Centro,,,PMESP,+55 11 5920-8527,,,,,,,,,,,,,,pmsp;local knowledge;aerial imagery,,,,,,,yes,,,6.183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7350596 -23.8256595, -46.7349849 -23.8255949, -46.7349791 -23.8255988, -46.7348302 -23.8254658, -46.7347968 -23.8254359, -46.7346449 -23.8255848, -46.7348302 -23.8257439, -46.7349083 -23.8258109, -46.7349217 -23.8257975, -46.7349477 -23.8257715, -46.7348833 -23.825715, -46.7349546 -23.8256447, -46.7350202 -23.8256989, -46.735056 -23.8256631, -46.7350596 -23.8256595))",police,25° Distrito Policial - Parelheiros,Polícia Civil do Estado de São Paulo,Q10350993,,,,São Paulo,9,04888-000,Rua Umberto Ravello,,https://www.policiacivil.sp.gov.br/,Jardim do Centro,,,,+55 11 5920-8959,,,,,,,,,,,,,,pmsp;local knowledge;aerial imagery,1989,,,,,,police,,,3.363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7364044 -23.8158509, -46.736368 -23.8159145, -46.7365439 -23.8159993, -46.736616 -23.8158726, -46.7365094 -23.8158213, -46.7364736 -23.8158842, -46.7364044 -23.8158509))",police,Guarda Civil Metropolitana,Guarda Civil Metropolitana,Q111137534,,,,São Paulo,5252,04883-025,Avenida Sadamu Inoue,24/7,www.gcm.sp.gov.br,Jardim dos Alamos,,yes,"Os seus efetivos tiveram participação na Segunda Guerra Mundial, recebendo, dentre as várias missões, a incumbência de formar a primeira unidade de Polícia Militar do Exército Brasileiro, a atual Polícia do Exército.",+55 11 5921-4828,,,,attraction,,,,,,gcmirpa@prefeitura.sp.gov.br,+55 11 5921-4217,3,,pmsp;survey;local knowledge;gps;aerial imagery;streetlevel imagery,1991,,,,Inspetoria Regional Parelheiros - IR-PA,,yes,,,7.081,,,,,,,,,,,,,,,760,"A Guarda Civil do Estado de São Paulo e uma corporação uniformizada criada para realizar o policiamento ostensivo das áreas urbanas do estado, zelando pela segurança pública e pela incolumidade pessoal e patrimonial dos cidadãos.",yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,Q10292474,pt:Guarda Civil do Estado de São Paulo,,,,,,,,,,,,,,,
"POLYGON ((-46.6877541 -23.7477492, -46.6878109 -23.7477555, -46.6878224 -23.7476681, -46.6877655 -23.7476617, -46.6877541 -23.7477492))",police,Base Comunitária da Polícia Militar,Polícia Militar do Estado de São Paulo,Q10351025,military,police,PMESP,São Paulo,2080,04846-000,Avenida Dona Belmira Marin,24/7,https://www.policiamilitar.sp.gov.br/,Parque Grajaú,,yes,,+55 11 5972-6061,,,,,,,,,,dpdsaatend@policiamilitar.sp.gov.br,+55 11 5972-6061,3,,pmsp;survey;local knowledge;gps;aerial imagery;streetlevel imagery,1999,,,,,,yes,,,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6969899 -23.7705471, -46.6969661 -23.770588, -46.6969295 -23.7705699, -46.6968129 -23.7707699, -46.6967716 -23.7708407, -46.6968801 -23.7708943, -46.6969204 -23.7708251, -46.697038 -23.7706234, -46.6970011 -23.7706052, -46.6970249 -23.7705644, -46.6969899 -23.7705471))",police,85° Distrito Policial - Jardim Myrna - Polícia Civil,Polícia Civil do Estado de São Paulo,Q10350993,,,,São Paulo,141,04856-140,Rua Doutor Juvenal Hudson Ferreira,,https://www.policiacivil.sp.gov.br/,Jardim Myrna,,,,+55 11 5526-9955,,,,,,,,,,,+55 11 5526 9955,,,pmsp;local knowledge;aerial imagery;streetlevel imagery,,,,pt:Polícia Civil do Estado de São Paulo,,,yes,,,10.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Polícia Civil do Estado de São Paulo,,,,,,,,,,,,,,
"POLYGON ((-46.7015409 -23.7212096, -46.7016155 -23.7211926, -46.7016374 -23.7211876, -46.7016268 -23.7211481, -46.7015332 -23.7211695, -46.7015255 -23.7211404, -46.7015144 -23.7211429, -46.7015043 -23.7211053, -46.7014806 -23.7211107, -46.701472 -23.721079, -46.7014821 -23.7210766, -46.7014646 -23.7210115, -46.7014216 -23.7210212, -46.7014232 -23.7210274, -46.7012871 -23.7210584, -46.7013224 -23.72119, -46.7013157 -23.7211915, -46.7013222 -23.7212154, -46.7013288 -23.721214, -46.7013372 -23.7212451, -46.7014366 -23.7212225, -46.7014393 -23.7212327, -46.7014823 -23.7212229, -46.7014774 -23.7212018, -46.7015352 -23.7211886, -46.7015409 -23.7212096))",police,Guarda Civil Metropolitana,GCM,,,,,São Paulo,499,04827-110,Rua Cassiano dos Santos,24/7,www.gcm.sp.gov.br,Jardim Cliper,,yes,,+55 11 5667-6409,,,,,,,,,,gcmcos@prefeitura.sp.gov.br,+55 11 5669-1435,3,,pmsp;survey;local knowledge;gps;aerial imagery;streetlevel imagery,1993,,,,,,yes,,,3.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6948129 -23.729307, -46.6948562 -23.729324, -46.6948711 -23.7293299, -46.6948777 -23.729318, -46.6950022 -23.7293692, -46.6950393 -23.7292983, -46.6949474 -23.7292625, -46.6949356 -23.729284, -46.6948997 -23.7292696, -46.6949112 -23.7292484, -46.6948523 -23.7292255, -46.6948129 -23.729307))",police,Polícia Militar,PM,,,,,São Paulo,115,04824-120,Rua Antônio Febraio Filho,24/7,https://www.policiamilitar.sp.gov.br/,Parque das Árvores,,yes,,+55 11 5663-5569,,,,,,,,,,,+55 11 5663-5569,4,,pmsp;survey;local knowledge;gps;aerial imagery;streetlevel imagery,2005,,,,,,yes,,,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7094751 -23.7295663, -46.7094425 -23.7296148, -46.7094462 -23.7296293, -46.7094337 -23.7296478, -46.7094291 -23.7296451, -46.7092552 -23.7299042, -46.7093028 -23.7299313, -46.7092887 -23.7299522, -46.7093264 -23.7299736, -46.7093399 -23.7299534, -46.7093874 -23.7299804, -46.7096123 -23.7296439, -46.7094751 -23.7295663))",police,Polícia Civil - 101º Distrito Policial,Polícia Civil do Estado de São Paulo,Q10350993,,,,São Paulo,370,04829-170,Rua Carolina Michaelis,24/7,https://www.policiacivil.sp.gov.br/,Jardim das Imbuias,,yes,,+55 11 5928-5952,,,,,,,,,,,+55 11 5928-1271,4,,pmsp;survey;local knowledge;gps;aerial imagery;streetlevel imagery,1975,,,,,,yes,,,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7011084 -23.7019406, -46.7011065 -23.7019491, -46.7012072 -23.7019676, -46.701252 -23.7017603, -46.701163 -23.7017438, -46.7011549 -23.7017809, -46.7011172 -23.701774, -46.7011231 -23.7017464, -46.7010065 -23.701725, -46.7009928 -23.7017881, -46.7010077 -23.7017909, -46.7010005 -23.7018237, -46.701027 -23.7018287, -46.7010217 -23.701853, -46.7010829 -23.7018642, -46.7010679 -23.7019331, -46.7011084 -23.7019406))",police,CPA M10 / 27º BPM/M,Polícia Militar do Estado de São Paulo,Q10351025,military,police,PMESP,São Paulo,37,04801-010,Avenida Senador Teotônio Vilela,24/7,,Interlagos,,,,+55 11 5667-6990,,,,,,,,,,27bpmm4cia@polmil.sp.gov.br,+55 11 5660 6390,,,pmsp;survey;local knowledge;gps;aerial imagery;streetlevel imagery,1990,,,,,,yes,,,4.21,,,,,,,,,,,,,,,760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7120787 -23.6761735, -46.7120699 -23.6761961, -46.7120149 -23.6761779, -46.7119117 -23.6764421, -46.7119556 -23.6764566, -46.7119491 -23.6764731, -46.7119467 -23.6764791, -46.7120073 -23.6764991, -46.7120158 -23.6764775, -46.7120597 -23.676492, -46.7121628 -23.676228, -46.7121116 -23.676211, -46.7121291 -23.6761662, -46.7120871 -23.6761523, -46.7120787 -23.6761735))",police,102° DP - Socorro - Polícia Civil - Distrito Policial,Polícia Civil do Estado de São Paulo,Q10350993,,,,São Paulo,1171,04768-200,Avenida Atlântica,24/7,https://www.policiacivil.sp.gov.br/,Socorro,,yes,Polícia Civil do Estado de São Paulo,+55 11 5686-3594,,,,attraction,,,,,,dgpad@policiacivil.sp.gov.br,+55 11 5686-3594,5,,pmsp;survey;local knowledge;gps;aerial imagery;streetlevel imagery,1975,,,pt:Polícia Civil do Estado de São Paulo,Polícia Civil do Estado de São Paulo (PCESP),,yes,,,11.08,,,,,,,,,,,,,,,760,"É a Polícia Judiciária do estado de São Paulo, Brasil, órgão do sistema de segurança pública ao qual compete, ressalvada a competência específica da União, as atividades de polícia judiciária e de apuração (investigação) das infrações penais.",yes,yes,,,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,,,Category:Polícia Civil do Estado de São Paulo,yes,yes,yes,,,,,,,,,,,
"POLYGON ((-46.7151357 -23.6878371, -46.7151352 -23.6878546, -46.7150652 -23.687853, -46.715063 -23.6879339, -46.7152779 -23.6879271, -46.7152778 -23.6879359, -46.714914 -23.6879572, -46.714914 -23.6879616, -46.7148802 -23.6879608, -46.7148794 -23.6879899, -46.7148793 -23.6879945, -46.714917 -23.6879951, -46.7150093 -23.6879899, -46.7153218 -23.6879722, -46.7153221 -23.6879882, -46.7155023 -23.6879779, -46.7155041 -23.6879097, -46.7153866 -23.6879072, -46.7153869 -23.6878964, -46.7153232 -23.6878949, -46.7153238 -23.6878753, -46.715277 -23.6878754, -46.7152762 -23.6879152, -46.7152596 -23.6879148, -46.7152624 -23.6878469, -46.7151897 -23.6878496, -46.7151899 -23.6878382, -46.7151357 -23.6878371))",police,Guarda Civil Metropolitana,GCM,Q111137534,,,,São Paulo,2450,04772-003,Avenida Atlântica,24/7,http://www.gcm.sp.gov.br,Jardim Três Marias,,yes,,+55 11 5665-8127,,,,,,,,,,gcmircs@prefeitura.sp.gov.br,+55 11 5665-8247,3,,pmsp;survey;local knowledge;gps;aerial imagery;streetlevel imagery,1995,,,,,,yes,,,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7796927 -23.6937325, -46.7797166 -23.6937668, -46.7797115 -23.6937697, -46.7797643 -23.6938337, -46.7798158 -23.6938005, -46.7798313 -23.6937438, -46.7797539 -23.6936955, -46.7796927 -23.6937325))",police,Base Comunitária de Segurança do Jardim Ranieri,Polícia Militar do Estado de São Paulo,Q10351025,military,police,PMESP,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,yes,,,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7003354 -23.654551, -46.6997131 -23.6548285, -46.6998712 -23.6549717, -46.7003337 -23.6546551, -46.7003354 -23.654551))",police,Guarda Civil Metropolitana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7828096 -23.6645408, -46.7829956 -23.6648539, -46.7831251 -23.6647887, -46.7829391 -23.6644755, -46.7828096 -23.6645408))",police,47º Distrito Policial,Polícia Civil do Estado de São Paulo,Q10350993,,,,,,,,,,,,,,,,,,,,,,47º DP,,,,,,pmsp,,,,,,,yes,,,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5734713 -23.4840859, -46.5734356 -23.4841509, -46.5735264 -23.4841932, -46.5735403 -23.4841677, -46.5735742 -23.4841835, -46.573585 -23.4841638, -46.5735786 -23.484136, -46.5734713 -23.4840859))",police,Policia Militar,Polícia Militar do Estado de São Paulo,Q10351025,military,police,PMESP,São Paulo,,,Praça Augusta Vitória,24/7,,Jardim Brasil,,,,,,,,,,,,,,,,,,pmsp,,,,,,,yes,,,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7169717 -23.4455438, -46.7168208 -23.4455384, -46.7168077 -23.4458471, -46.7168483 -23.4458486, -46.7168462 -23.4458976, -46.7169097 -23.4458998, -46.7169118 -23.4458526, -46.7169584 -23.4458542, -46.7169717 -23.4455438))",police,74º DP,Polícia Civil do Estado de São Paulo,Q10350993,,,,SP,,02815-000,Avenida Elísio Teixeira Leite,,,Taipas,,,,,,,,,,,,,,,,,,pmsp,,,,,,,yes,,2,12.499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.4100298 -23.4875688, -46.4103651 -23.4875559, -46.4103644 -23.4875404, -46.4103599 -23.487443, -46.4100246 -23.4874563, -46.4100263 -23.4874928, -46.4100281 -23.4875325, -46.4100298 -23.4875688))",police,59º Distrito Policial,Polícia Civil do Estado de São Paulo,Q10350993,,,,,,,,,,,,,,,,,,,,,,59º DP,,,,,,pmsp,,,,,,,yes,,,10.717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.4091165 -23.5844482, -46.409118 -23.5844199, -46.4092076 -23.5844243, -46.4092244 -23.5841305, -46.4091286 -23.5841259, -46.4091193 -23.5842886, -46.4090927 -23.5842873, -46.4090836 -23.5844474, -46.4091165 -23.5844482))",police,3ª Cia. do 28º BPM/M Cidade Tiradentes,Polícia Militar do Estado de São Paulo,Q10351025,military,police,PMESP,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,yes,,,6.976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5023611 -23.6058327, -46.5018837 -23.6062726, -46.5023182 -23.6066634, -46.5026186 -23.6063635, -46.5027903 -23.6061743, -46.5028171 -23.6061153, -46.502809 -23.6060784, -46.5023611 -23.6058327))",fire_station,Corpo de Bombeiros - 3º Grupamento de Bombeiros - PB Sapopemba,Corpo de Bombeiros Militar do Estado de São Paulo,Q10260738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5959854 -23.4870978, -46.5952307 -23.4870686, -46.5949914 -23.4870594, -46.5949918 -23.4870839, -46.5949927 -23.4871135, -46.5950089 -23.4875406, -46.5952994 -23.4875555, -46.5959664 -23.4875898, -46.5959718 -23.4874705, -46.5959761 -23.4873762, -46.5959795 -23.4873022, -46.5959803 -23.4872838, -46.5959822 -23.487216, -46.5959854 -23.4870978))",police,5º Batalhão Policia militar,Polícia Militar do Estado de São Paulo,Q10351025,military,police,PMESP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5596735 -23.5972531, -46.5596426 -23.597301, -46.5595926 -23.5972739, -46.5596235 -23.597226, -46.5596735 -23.5972531))",police,Polícia Militar,Polícia Militar do Estado de São Paulo,Q10351025,military,police,PMESP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6301656 -23.5316316, -46.6292755 -23.5318593, -46.6295743 -23.5329446, -46.6305079 -23.5327155, -46.6301656 -23.5316316))",police,Regimento de Polícia Montada 9 de Julho,Polícia Militar do Estado de São Paulo,Q10351025,military,police,PMESP,São Paulo,238,01106-000,Rua Doutor Jorge Miranda,,,Luz,,,,,,,,,,,,,,,,,,,,,,pt:Polícia Militar do Estado de São Paulo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,horse_riding,,,,,,,,,
"POLYGON ((-46.7176758 -23.7662465, -46.7175708 -23.7662313, -46.7175661 -23.7662583, -46.7175515 -23.766343, -46.7175378 -23.766341, -46.7175329 -23.7663696, -46.7175466 -23.7663716, -46.7175221 -23.7665141, -46.7176271 -23.7665292, -46.71767 -23.7662802, -46.7176758 -23.7662465))",fire_station,Posto de Bombeiros Teotônio Vilela,Corpo de Bombeiros Militar do Estado de São Paulo,Q10260738,,,,São Paulo,,,Avenida Senador Teotônio Vilela,,,Balneário São José,,,,,,,,,,,,,,,,,,,,,,,4º Grupamento de Bombeiros,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7124339 -23.5670944, -46.7124386 -23.5669726, -46.7125331 -23.5654119, -46.7126354 -23.5653621, -46.7127272 -23.5653503, -46.7128279 -23.5654146, -46.7129442 -23.5654551, -46.7130522 -23.5654779, -46.7132318 -23.565485, -46.713336 -23.5654641, -46.7134776 -23.5653647, -46.7137368 -23.5653558, -46.7137259 -23.5654886, -46.7137303 -23.5657496, -46.7137524 -23.5659443, -46.7138498 -23.5661921, -46.714202 -23.5667574, -46.7142925 -23.5669829, -46.7142595 -23.5669815, -46.714103 -23.5669749, -46.713276 -23.5669398, -46.7132712 -23.5671261, -46.7124339 -23.5670944))",police,Academia de Polícia,Polícia Civil do Estado de São Paulo,Q10350993,,,,,,,,,,,,,,,academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q9571151,pt:Academia de Polícia do Estado de São Paulo,,,,,,,Category:Academia de Polícia do Estado de São Paulo,,,,,,,,
"POLYGON ((-46.6374013 -23.6802424, -46.637239 -23.6801312, -46.6374623 -23.6798371, -46.6379882 -23.6801823, -46.6375282 -23.6800817, -46.6374013 -23.6802424))",police,Guarda Civil Metropolitana,,,,,,,,,Rua Doutor Sílvio de Campos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6371876 -23.6849897, -46.6371787 -23.6853077, -46.6370528 -23.6853047, -46.6370617 -23.6849867, -46.6371876 -23.6849897))",police,98º DP - Jardim Miriam,Polícia Civil do Estado de São Paulo,Q10350993,,,,,,,Avenida Ângelo Cristianini,,,Jardim Miriam,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5880695 -23.5877948, -46.5882286 -23.5879509, -46.5878367 -23.5883483, -46.5876906 -23.5882144, -46.5878934 -23.5880048, -46.5880695 -23.5877948))",fire_station,,,,,,,São Paulo,116,,Rua Pindamonhangaba,,,Quinta da Paineira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6652293 -23.53659, -46.6648242 -23.5367732, -46.6651072 -23.5371408, -46.665236 -23.5372958, -46.6653263 -23.5372395, -46.6654905 -23.537137, -46.6655708 -23.537087, -46.6656302 -23.5370499, -46.665598 -23.537013, -46.665528 -23.5369327, -46.6654371 -23.5368285, -46.6653678 -23.536749, -46.6653099 -23.5366825, -46.6652293 -23.53659))",police,23 ° Distrito policial,Polícia Civil do Estado de São Paulo,Q10350993,,,,São Paulo,80,01235-000,Rua Itapicuru,,,Perdizes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6969099 -23.4864955, -46.6969594 -23.4865733, -46.6971239 -23.4864578, -46.6970609 -23.4863855, -46.6969099 -23.4864955))",police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.4565173 -23.53894, -46.4565442 -23.5389795, -46.4565059 -23.5390014, -46.456479 -23.5389619, -46.4565173 -23.53894))",police,Policia Militar,Secretaria da Segurança Pública do Estado de São Paulo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6323575 -23.5538708, -46.6322946 -23.5538976, -46.6322698 -23.5539233, -46.6322687 -23.5539769, -46.6322856 -23.5540387, -46.6322889 -23.5540706, -46.632271 -23.5541005, -46.632235 -23.5541263, -46.6321754 -23.5541273, -46.6320582 -23.5541121, -46.6320579 -23.5542131, -46.632138 -23.5542157, -46.6322345 -23.554219, -46.6323836 -23.554224, -46.6324519 -23.5542231, -46.6323575 -23.5538708))",courthouse,Edifício 9 de Julho - Tribunal de Justiça de São Paulo - Segunda Instância - Direito Privado II,Tribunal de Justiça do Estado de São Paulo,Q125454187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5947989 -23.5407127, -46.5947862 -23.5407128, -46.5947741 -23.5407091, -46.5947639 -23.5407022, -46.5947565 -23.5406927, -46.5947527 -23.5406815, -46.5947529 -23.5406699, -46.5947577 -23.5406579, -46.5947667 -23.5406481, -46.5947787 -23.5406417, -46.5947925 -23.5406395, -46.5948062 -23.5406417, -46.5948183 -23.540648, -46.5948273 -23.5406578, -46.5948321 -23.5406698, -46.5948324 -23.5406814, -46.5948286 -23.5406926, -46.5948213 -23.5407021, -46.594811 -23.5407091, -46.5947989 -23.5407127))",police,,,,,,,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6012333 -23.5069118, -46.6011686 -23.5069363, -46.6011901 -23.5069779, -46.6012105 -23.5069696, -46.6012272 -23.5070018, -46.6012334 -23.506999, -46.6012414 -23.5070152, -46.6012772 -23.506999, -46.6012333 -23.5069118))",police,Polícia Comunitária,Polícia Militar do Estado de São Paulo,Q10351025,military,police,PMESP,São Paulo,,02067-070,Praça Oscar da Silva,24/7,,Vila Guilherme,,,,,,,,,,,,,,,,,,pmsp,,,,pt:Polícia Militar do Estado de São Paulo,,,yes,,,3.186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6129408 -23.503284, -46.6129058 -23.5031492, -46.6125292 -23.5032322, -46.6125641 -23.5033671, -46.6129408 -23.503284))",police,9º Distrito Policial,Polícia Civil do Estado de São Paulo,Q10350993,,,,São Paulo,,02068-030,Rua dos Camarés,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,yes,,,6.429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.609622 -23.4949234, -46.6096693 -23.4949077, -46.609626 -23.4947971, -46.6092684 -23.494916, -46.6093117 -23.4950266, -46.6095658 -23.4949421, -46.609622 -23.4949234))",police,Corregedoria da Polícia Militar São Paulo,Polícia Militar do Estado de São Paulo,Q10351025,military,police,PMESP,São Paulo,130,02082-000,Rua Santa Leocádia,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,yes,,,4.31,,,,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5959411 -23.5191279, -46.5958525 -23.519011, -46.5960371 -23.5188865, -46.5958874 -23.5186981, -46.5957049 -23.5188207, -46.5956491 -23.5187552, -46.595606 -23.5187833, -46.5955984 -23.5187738, -46.5954616 -23.5188671, -46.5957629 -23.5192478, -46.5959411 -23.5191279))",police,Polícia Rodoviária Federal,Polícia Rodoviária Federal,Q1158853,,,,São Paulo,255,02064-120,Rua Deputado Vicente Penido,,,Vila Guilherme,,,,,traffic_police,,,,,,,,,,,,,pmsp,,,,,,,yes,,,44.063,,,,gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
